id,label_id,label,sentence
8518,0,Assertion,አባቴ ይቻላል ብዙ ጊዜ።
8137,3,Promise,በጊዜው ወንድሜ ጊዜ ታመጣለች።
6458,0,Assertion,ሐኪሞች ነው ብዙ ጊዜ።
3919,3,Promise,አንድ ሰው በማታ ትመጣለች ብሎ ቃል ገብቷል።
42,8,Warning,ተጠንቀቅ! ቁልፍ ትልቅ ነው።
11096,0,Assertion,በማለዳ አንቺ ትምህርት ቤት ነበር።
11329,4,Refusal,ወዳጄ ድል አይፈልግም።
8724,6,Sarcasm/Irony,እንዴት ስራ በጣም ቀላል ነው! (በተቃራኒ)።
10022,1,Complaint,ለምን ዕረፍት እንዲህ ዘገይተኛ ነው?
10646,4,Refusal,ማንም ጉብኝት አይፈልግም።
4827,0,Assertion,አስተናጋጁ በማለዳ ገበያ ይገኛል።
6400,3,Promise,በማታ ልጆች መንገድ ታመጣለች።
7884,4,Refusal,እኔ ሰላም አይፈልግም።
2133,4,Refusal,እኔ ስብሰባ አልቀበልም።
947,0,Assertion,ደንበኞች ዜና አለው።
4856,5,Request,ከፈቀድክ መኪና ውሰድ።
683,4,Refusal,ልጄ ሽልማት አይፈልግም።
5771,8,Warning,ተጠንቀቅ፣ አስተማሪው ይመጣል።
57,4,Refusal,ባለሙያው ምግብ አይፈልግም።
970,1,Complaint,ለምን ሰራተኞች ብር አልሰጠኝም?
9745,2,Phatic,ደህና ሁን በጊዜው አንድ ሰው።
7857,0,Assertion,ገበሬዎች ሀሳብ ደስ የሚል ይታወቃል።
7146,5,Request,አንተ ህንፃ ማግኘት ይችላል?
10111,0,Assertion,ዳኛው መኪና አስደሳች ይቻላል።
3147,5,Request,ጓደኛዬ ፈቃድ ማግኘት ይችላል?
69,6,Sarcasm/Irony,አዎ፣ ታካሚዎች በጣም ብልህ ነው... (በተቃራኒ)።
8560,1,Complaint,ለምን ባለቤቴ ደብዳቤ አልሰጠኝም?
906,6,Sarcasm/Irony,እርግጥ፣ መረጃ በጣም ውድ ነው... (በአስቂኝ)።
5076,4,Refusal,ሹፌሩ ሙያ አይፈልግም።
8172,0,Assertion,እነሱ በማለዳ ቢሮ ይገኛል።
5799,1,Complaint,ለምን አስተማሪው እረፍት አልሰጠኝም?
5124,1,Complaint,ይህ ምግብ ቤት በጣም መጥፎ ነው፣ አልወድም።
6547,3,Promise,አንቺ ዛሬ ትመጣለች ብሎ ቃል ገብቷል።
1154,2,Phatic,ሰላምታዬን አቀርባለሁ ከ አዋሳ።
6484,6,Sarcasm/Irony,እርግጥ፣ መንደር በጣም ቆንጆ ነው... (በሳቅ)።
11124,2,Phatic,እንኳን ለበዓሉ አደረሰ ፖሊሱ።
8941,7,Suggestion,ምናልባት ሰላም ማድረግ ይሻላል።
5026,7,Suggestion,ሴቶች ደብዳቤ ቢጠቀም ይሻላል።
6531,3,Promise,ታካሚዎች በወር ይመጣል ብሎ ቃል ገብቷል።
10119,6,Sarcasm/Irony,እርግጥ፣ አዲስ አበባ በጣም ቅርብ ነው... (በሳቅ)።
5416,8,Warning,አዛውንቶች ጨዋታ አትንካ።
2028,6,Sarcasm/Irony,አስተናጋጁ በጣም ብልህ ነው፣ አልሳሳም... (በአስቂኝ)።
10929,0,Assertion,ሴቶች ነው ብዙ ጊዜ።
3022,2,Phatic,ሰላም ጎረቤቴ፣ እንዴት አለፈ በቅርቡ?
9980,8,Warning,ይህን ድርጊት አታድርግ።
5764,1,Complaint,ሁልጊዜ ሙያ ይጎድላል።
3126,2,Phatic,ደህና እንደምትሆን ከ ገበያ ተስፋ አደርጋለሁ።
6763,1,Complaint,አስተናጋጁ መረጃ ስለ ደህንነቱ የተጠበቀ መሆኑ ያማርራል።
7986,1,Complaint,ይህ መድሃኒት በጣም አስደሳች ነው፣ አልወድም።
8242,1,Complaint,ለምን አንቺ ፕሮጀክት አልሰጠኝም?
7369,1,Complaint,ልጆች መጽሐፍ ስለ ቀላል መሆኑ ያማርራል።
10698,3,Promise,በሳምንት ደንበኞች መረጃ ታመጣለች።
5957,0,Assertion,ልጄ በማታ ቤተ ክርስቲያን ይገኛል።
1823,4,Refusal,ተማሪዎች ስብሰባ አይፈልግም።
5637,0,Assertion,እውነቱን ለመናገር ትምህርት ዘገይተኛ ነው።
6519,2,Phatic,መልካም ምሽት ከ ቤተ ክርስቲያን።
6096,4,Refusal,ይቅርታ፣ ዜና አልሰጥም።
164,2,Phatic,ደህና ቀን ይሁንልሽ ከ አዲስ አበባ።
3432,5,Request,እባክህ መጽሐፍ አስረዳኝ።
6644,4,Refusal,አባቶች መንገድ አይፈልግም።
6369,8,Warning,ተጠንቀቅ! ገንዘብ ያሳዝናል ነው።
9811,8,Warning,ተማሪው ፈቃድ አትንካ።
7422,0,Assertion,በፍጥነት ደንበኞች ትምህርት ቤት ነበር።
6422,2,Phatic,እንዴት አመሸሽ እነሱ?
4398,4,Refusal,ይቅርታ፣ ድልድይ አልሰጥም።
10826,6,Sarcasm/Irony,ይህ በጣም ጥሩ ሀሳብ ነው... (በሳቅ)።
3258,7,Suggestion,ወዳጄ ደብዳቤ ቢያደርግ ይሻላል።
3543,8,Warning,ማንም መረጃ አትንካ።
2771,6,Sarcasm/Irony,እንዴት አዛውንቱ በጣም ፈጣን ነው! (በአስቂኝ)።
10291,1,Complaint,ጓደኛዬ ከ ሀሳብ ጋር ችግር አለው።
11449,3,Promise,በሰዓት ጓደኞች ኮምፒውተር ታመጣለች።
1667,1,Complaint,እንግዶች ስለ ችግር ቅሬታ አለው።
10176,0,Assertion,እሷ ቤት ውድ ይቆጠራል።
9587,6,Sarcasm/Irony,እንዴት ያለ ጥሩ ምግብ ነው! (በተቃራኒ)።
11459,7,Suggestion,እህቴ ጉዞ ቢጠቀም ይሻላል።
3826,2,Phatic,እግዚአብሔር ይጠብቅህ አንዳንድ ሰዎች።
6461,6,Sarcasm/Irony,እርግጥ፣ ተማሪው በጣም ታማኝ ነው... (በአስቂኝ)።
7166,7,Suggestion,አንተ ትምህርት ቢያደርግ ይሻላል።
3075,6,Sarcasm/Irony,ጓደኛዬ በጣም ብልህ ነው፣ አልሳሳም... (በአስቂኝ)።
9985,5,Request,እርዳኝ መፍትሄ ለማግኘት።
3374,5,Request,እኔ ዕድል ማግኘት ይችላል?
10527,7,Suggestion,እኔ ሆቴል እንድታደርግ እመክራለሁ።
4985,2,Phatic,በሰላም እንገናኝ ከ ቤተ ክርስቲያን።
8597,6,Sarcasm/Irony,እርግጥ፣ ገበያ በጣም ቅርብ ነው... (በሳቅ)።
1754,0,Assertion,እኔ ሆቴል አሮጌ አሉ።
621,1,Complaint,ለምን ኮንትራት እንዲህ ትንሽ ነው?
10964,2,Phatic,ጤናማ ቀን ከ ሬስቶራንት።
11054,1,Complaint,ለምን ስራ እንዲህ ደህንነቱ የተጠበቀ ነው?
2448,7,Suggestion,እንደእኔ አስተያየት ንግግር መቀየር ይሻላል።
385,1,Complaint,እኔ ኮንትራት ስለ ዘገይተኛ መሆኑ ያማርራል።
2359,4,Refusal,ወጣቱ ሰላም አይፈልግም።
2566,1,Complaint,ከዚህ በፊት ባለቤቴ ስልክ አላገኘም።
7328,5,Request,ሴቶች ድልድይ ማግኘት ይችላል?
5543,5,Request,እኔ መፍትሄ ማግኘት ይችላል?
2068,7,Suggestion,እሱ ደስታ ቢያደርግ ይሻላል።
2090,5,Request,ወንዶች ኮምፒውተር ማግኘት ይችላል?
8163,0,Assertion,እውነቱን ለመናገር ቅጣት ትንሽ ነው።
7605,1,Complaint,አዛውንቶች ከ ወረቀት ጋር ችግር አለው።
8774,6,Sarcasm/Irony,እርግጥ ነው፣ ዛሬ ሁሉም ይረዳል... (በአስቂኝ)።
3759,7,Suggestion,ብዙ ሰዎች ዕረፍት ቢጠቀም ይሻላል።
7094,5,Request,እባክህ በቅርቡ ና።
1270,3,Promise,እሱ ከዚህ በፊት ትመጣለች ብሎ ቃል ገብቷል።
10839,7,Suggestion,ሁሉም እቅድ ቢያደርግ ይሻላል።
4037,5,Request,ይህን እረፍት ማየት እችላለሁ?
11048,7,Suggestion,ልጄ ጉዞ ቢጠቀም ይሻላል።
9047,8,Warning,ተጠንቀቅ! ዜና አደገኛ ነው።
7911,4,Refusal,እኛ ወረቀት አይፈልግም።
8854,8,Warning,አትርሳ መጽሐፍ።
1765,8,Warning,ይህን አገልግሎት አታድርግ።
6580,6,Sarcasm/Irony,እንዴት ያለ ጥሩ ውሃ ነው! (በተቃራኒ)።
1657,7,Suggestion,እንደእኔ አስተያየት ቤት መቀየር ይሻላል።
7632,3,Promise,በወር ወዳጄ ክፍያ ታመጣለች።
10804,8,Warning,ይህ ስብሰባ አደገኛ ነው።
3558,8,Warning,ተጠንቀቅ! ስልጠና አስፈላጊ ነው።
1066,1,Complaint,ለምን እረፍት እንዲህ አሮጌ ነው?
6312,3,Promise,አንዳንድ ሰዎች በፍጥነት ይመጣል ብሎ ቃል ገብቷል።
7114,3,Promise,በጊዜው ወንዶች ምግብ ቤት ታመጣለች።
10558,3,Promise,በእርግጠኝነት መቀሌ እገኛለሁ።
3559,8,Warning,አንድ ሰው ውሃ አትንካ።
9224,1,Complaint,በሰዓት ጎረቤቴ መጽሔት አላገኘም።
5989,8,Warning,አዛውንቱ መፍትሄ አትንካ።
2454,5,Request,መምህራን ቤት ማግኘት ይችላል?
2678,1,Complaint,ወንድሞች ከ ዜና ጋር ችግር አለው።
5530,5,Request,ከፈቀድሽ ፈቃድ ውሰድ።
9379,6,Sarcasm/Irony,እንዴት ያለ አገልግሎት ነው! (በቀልድ)።
5280,3,Promise,ነገ አስተናጋጁ ጉዞ ያመጣል።
1758,4,Refusal,እኔ እድል አይፈልግም።
8977,4,Refusal,ማንም መጽሔት አይፈልግም።
9217,5,Request,እሱ ደስታ ማግኘት ይችላል?
2957,8,Warning,ልጄ ቦታ አትንካ።
3315,0,Assertion,ዛሬ አዛውንቱ ቤተ ክርስቲያን ነበር።
6576,5,Request,ብዙ ሰዎች አገልግሎት ማግኘት ይችላል?
8516,1,Complaint,ለምን ጓደኛዬ ቤት አልሰጠኝም?
1004,3,Promise,ልጄ በቀን ይመጣል ብሎ ቃል ገብቷል።
2956,6,Sarcasm/Irony,እንዴት ያለ ትልቅ ሀሳብ ነው! (በሳቅ)።
2312,0,Assertion,አለቃዬ ፊልም አለው።
6475,7,Suggestion,ምናልባት ጥሩ ቤት መግዛት?
4620,4,Refusal,ሁሉም ሙያ አይፈልግም።
5021,3,Promise,ጎረቤቴ አሁን ይመጣል ብሎ ቃል ገብቷል።
2349,7,Suggestion,እንዴት ቢሆን ጎንደር ብንሄድ?
9858,1,Complaint,አንቺ ከ ክፍያ ጋር ችግር አለው።
11458,4,Refusal,እናቶች ድል አይፈልግም።
5221,5,Request,ነጋዴዎች ቅጣት ማግኘት ይችላል?
999,8,Warning,ተጠንቀቅ! ዜና አዲስ ነው።
5978,2,Phatic,በጣም ደስ ብሎኛል ስላየሁህ በወር።
9475,3,Promise,ከዚህ በፊት ጓደኞች ምግብ ቤት ያመጣል።
3916,6,Sarcasm/Irony,አዎ፣ ይህ ክፍያ በጣም ጠቃሚ ነው... (በሳቅ)።
2856,5,Request,ልጆች ሰላም ማግኘት ይችላል?
2328,7,Suggestion,አለቆች መፍትሄ ቢጠቀም ይሻላል።
6134,5,Request,እንግዶች ደስታ ማግኘት ይችላል?
8883,1,Complaint,ለምን እናንተ ቦታ አልሰጠኝም?
5492,0,Assertion,መፍትሄ ርካሽ ነው።
8042,8,Warning,ተጠንቀቅ! ስልጠና ዘገይተኛ ነው።
4612,4,Refusal,ይቅርታ፣ ሽልማት አልሰጥም።
10570,5,Request,ወጣቶች ክፍያ ማግኘት ይችላል?
8552,8,Warning,ተጠንቀቅ! ስልጠና ትንሽ ነው።
3272,1,Complaint,ለምን ሽልማት እንዲህ ደህንነቱ የተጠበቀ ነው?
4525,6,Sarcasm/Irony,እርግጥ፣ ቤተ ክርስቲያን በጣም ቆንጆ ነው... (በሳቅ)።
2725,7,Suggestion,ምናልባት ፈጣን ፕሮጀክት መግዛት?
1175,0,Assertion,ሙያ በጣም ትልቅ ነው።
5839,1,Complaint,በማለዳ ነጋዴዎች መድሃኒት አላገኘም።
617,5,Request,ይህን ዕረፍት ማየት እችላለሁ?
7879,4,Refusal,አለቆች እርዳታ አይፈልግም።
10626,5,Request,እባክህ ቦታ አስረዳኝ።
477,8,Warning,አትርሳ ገንዘብ።
9021,5,Request,ደንበኞች ድርጊት ማግኘት ይችላል?
3142,1,Complaint,ለምን ነጋዴዎች ብር አልሰጠኝም?
11247,2,Phatic,ጤናማ ቀን ይሁንልህ አባቴ።
7613,3,Promise,ቃል እገባለሁ ንግግር እንደሚሆን።
6179,3,Promise,አሁን ማንም ችግር ታመጣለች።
1049,0,Assertion,ባለቤቴ ዛሬ መንደር ይገኛል።
11378,1,Complaint,ታካሚዎች ከ ሀሳብ ጋር ችግር አለው።
499,8,Warning,ተጠንቀቅ! ድርጊት አደገኛ ነው።
4008,0,Assertion,ገንዘብ ትንሽ ነው።
7673,8,Warning,ተጠንቀቅ! ዜና ትልቅ ነው።
503,0,Assertion,አንድ ሰው ውሃ ፈጣን አለች።
5647,4,Refusal,ነጋዴዎች ፕሮጀክት አይፈልግም።
1424,0,Assertion,አዛውንቱ ሀሳብ አላት።
5885,0,Assertion,ጓደኛዬ ውሳኔ ከባድ ናቸው።
2195,0,Assertion,አንዳንድ ሰዎች ይታያል ብዙ ጊዜ።
10120,1,Complaint,በጊዜው አስተናጋጁ መኪና አላገኘም።
1263,2,Phatic,በጣም ደስ ብሎኛል ስለተገናኘን ተማሪው።
2447,8,Warning,አንዳንድ ሰዎች ጤና አትንካ።
8666,1,Complaint,ይህ ጉዞ በጣም አስቸጋሪ ነው፣ አልወድም።
10764,2,Phatic,ደህና ሁኚ አዛውንቶች ከ ሐረር።
1723,6,Sarcasm/Irony,እርግጥ ነው፣ ወረቀት በጣም ትልቅ ነው... (በቀልድ)።
5893,1,Complaint,ይህ ምክር በጣም ውድ ነው፣ አልወድም።
8533,0,Assertion,በማለዳ አዛውንቶች ባህር ዳር ነበር።
2937,8,Warning,አደጋ አለ! ህንፃ ተጠንቀቅ።
109,3,Promise,ይህን ምግብ እጠብቃለሁ።
5486,1,Complaint,ከዚህ በኋላ አለቃዬ ሙያ አላገኘም።
1922,0,Assertion,አለቃዬ ችግር አላት።
11297,8,Warning,ተጠንቀቅ፣ ባለቤቴ ይመጣል።
2020,8,Warning,ተማሪዎች አገልግሎት አትንካ።
4019,2,Phatic,እግዚአብሔር ይባርክሽ በፍጥነት።
7181,8,Warning,እኛ እረፍት አትንካ።
10438,1,Complaint,ሁልጊዜ ፈቃድ ይጎድላል።
1405,3,Promise,አንቺ ነገ ይመጣል ብሎ ቃል ገብቷል።
5408,5,Request,ከፈቀድክ ጊዜ ውሰድ።
9992,7,Suggestion,ምናልባት ውድ ቤት መግዛት?
3429,4,Refusal,አይ፣ ወረቀት አልችልም።
9276,4,Refusal,አስተማሪው መፍትሄ አይፈልግም።
3674,8,Warning,እኛ ጉብኝት አትንካ።
6227,4,Refusal,ዳኛው መጽሔት አይፈልግም።
2442,4,Refusal,ሐኪሙ መኪና አይፈልግም።
7945,6,Sarcasm/Irony,አለቃዬ ሁልጊዜ ትክክል ነው፣ እርግጥ ነው... (በሳቅ)።
1850,6,Sarcasm/Irony,እርግጥ፣ ምግብ በጣም ውድ ነው... (በአስቂኝ)።
3625,8,Warning,ተጠንቀቅ፣ ሴቶች ይመጣል።
7941,7,Suggestion,ሐኪሙ መንገድ ቢያደርግ ይሻላል።
10837,5,Request,አለቆች ምግብ ማግኘት ይችላል?
8553,3,Promise,በቅርቡ ታካሚዎች ወረቀት ያመጣል።
4500,1,Complaint,ይህ ድል በጣም ደህንነቱ የተጠበቀ ነው፣ አልወድም።
7931,5,Request,ወጣቶች ችግር ማግኘት ይችላል?
2024,8,Warning,ይህን ስልጠና አታድርግ።
10117,8,Warning,ሰራተኛው ሆቴል አትንካ።
7714,2,Phatic,ሰላም ባለቤቴ፣ ምን ሰራህ በቀን?
9211,5,Request,አንድ ሰው ገንዘብ ማግኘት ይችላል?
4156,5,Request,ወጣቱ ሀሳብ ማግኘት ይችላል?
4228,5,Request,ወንዶች ሀሳብ ማግኘት ይችላል?
8254,2,Phatic,ሰላም መምህራን፣ ምን ሰራሽ?
4462,7,Suggestion,ሐኪሙ ጉብኝት ቢጠቀም ይሻላል።
7949,4,Refusal,ወጣቱ ችግር አይፈልግም።
9914,5,Request,ከፈቀድክ ችግር ውሰድ።
6112,4,Refusal,እነሱ ድል አይፈልግም።
6189,4,Refusal,ወጣቱ ሀሳብ አይፈልግም።
821,7,Suggestion,ምናልባት ንጹህ ድል መግዛት?
6876,0,Assertion,ስብሰባ በጣም ደስ የሚል ነው።
6809,1,Complaint,አስተናጋጁ ስለ ስልክ ቅሬታ አለው።
4912,8,Warning,አደጋ አለ! እቅድ ተጠንቀቅ።
10934,6,Sarcasm/Irony,እንዴት እናቶች በጣም ፈጣን ነው! (በአስቂኝ)።
4331,2,Phatic,እንኳን ደህና መጣሽ ወንዶች።
7724,0,Assertion,አባቴ መጽሐፍ ዘገይተኛ ይቻላል።
2996,1,Complaint,በሳምንት ፖሊሱ ድርጊት አላገኘም።
8504,5,Request,ወንድሞች ጊዜ ማግኘት ይችላል?
8522,6,Sarcasm/Irony,አዎ፣ በማታ ሁሉም ዝግጁ ነው... (በተቃራኒ)።
4168,6,Sarcasm/Irony,እርግጥ፣ ጎንደር በጣም ቅርብ ነው... (በሳቅ)።
8223,7,Suggestion,እሱ ስልጠና ቢያደርግ ይሻላል።
7583,7,Suggestion,እንዴት ቢሆን ህንፃ ብናደርግ?
679,8,Warning,አስተናጋጁ መጽሐፍ አትንካ።
5475,1,Complaint,ለምን ዜና እንዲህ ጥሩ ነው?
9048,7,Suggestion,አንተ ሙያ ቢጠቀም ይሻላል።
717,0,Assertion,ይህ ድል ውድ መሆኑን እረጋገጣለሁ።
9999,0,Assertion,ባለቤቴ እረፍት ደህንነቱ የተጠበቀ ይቻላል።
9313,4,Refusal,ባለቤቴ ቦታ አይፈልግም።
10259,7,Suggestion,ማንም ድልድይ ቢጠቀም ይሻላል።
9518,7,Suggestion,እሱ ህንፃ ቢጠቀም ይሻላል።
7140,6,Sarcasm/Irony,እንዴት ያለ ጥሩ ስልክ ነው! (በተቃራኒ)።
1802,2,Phatic,ሰላም ወንዶች፣ እንዴት አለፈ በሰዓት?
7601,6,Sarcasm/Irony,ሁሉም ሰው ቦታ ይወዳል... (በአስቂኝ)።
2909,1,Complaint,ለምን መጽሔት እንዲህ ያሳዝናል ነው?
794,7,Suggestion,እንደእኔ አስተያየት ሆቴል መቀየር ይሻላል።
9183,2,Phatic,እንዴት ነው ጤንነትሽ ሴቶች?
1593,8,Warning,ነጋዴዎች እርዳታ አትንካ።
4278,3,Promise,እናንተ አሁን ትመጣለች ብሎ ቃል ገብቷል።
4158,2,Phatic,ሰላም እንግዶች፣ እንዴት ነህ?
6522,6,Sarcasm/Irony,በጣም ንጹህ ነው፣ አልችልም እንዳልል።
7732,3,Promise,በሰዓት አስተናጋጁ ህንፃ ያመጣል።
10304,1,Complaint,ሁልጊዜ ድርጊት ይጎድላል።
3516,7,Suggestion,ሴቶች ገንዘብ ቢጠቀም ይሻላል።
11433,8,Warning,ተጠንቀቅ! ውሃ ያሳዝናል ነው።
3508,7,Suggestion,ተማሪው ፕሮጀክት ቢያደርግ ይሻላል።
3097,6,Sarcasm/Irony,እርግጥ ነው፣ ከዚህ በፊት ሁሉም ደስተኛ ነው... (በአስቂኝ)።
6563,3,Promise,እኔ ትናንት ይመጣል ብሎ ቃል ገብቷል።
2327,2,Phatic,ደህና ቀን ይሁንልህ አስተናጋጁ።
9054,7,Suggestion,ምናልባት አደገኛ ጨዋታ መግዛት?
5305,8,Warning,ይህ አስፈላጊ ነው፣ ተጠንቀቅ።
7394,1,Complaint,ይህ ኮንትራት በጣም ደስ የሚል ነው፣ አልወድም።
611,0,Assertion,አስተናጋጁ ጉዞ ያሳዝናል ናቸው።
6707,5,Request,ወንድሞች ድል ማግኘት ይችላል?
5892,5,Request,እባክዎ መፍትሄ ይላኩልኝ።
9368,5,Request,አዛውንቱ ድል ማግኘት ይችላል?
7612,6,Sarcasm/Irony,አዎ፣ በጊዜው ሁሉም ዝግጁ ነው... (በተቃራኒ)።
2401,6,Sarcasm/Irony,አዎ፣ አገልግሎት በጣም ጥሩ ጥራት አለው... (በአስቂኝ)።
8654,3,Promise,እኔ ደስታ አላረሳም።
7899,2,Phatic,መልካም ሳምንት ከ አዲስ አበባ አስተናጋጁ።
1325,2,Phatic,በሰላም ኑሪ እሷ።
355,2,Phatic,እግዚአብሔር ከአንቺ ጋር ይሁን ትናንት።
3043,0,Assertion,በማለዳ አባቴ መስሪያ ቤት ነበር።
7946,2,Phatic,እንዴት ነው ቤተሰብህ ተማሪው?
3825,2,Phatic,እግዚአብሔር ይጠብቅሽ ጓደኞች።
8067,0,Assertion,በማታ አስተማሪው መንገድ ነበር።
297,1,Complaint,ለምን ሁሉም እረፍት አልሰጠኝም?
2861,0,Assertion,ድል በጣም አደገኛ ነው።
8900,2,Phatic,ሰላም ተማሪው፣ እንዴት ነህ?
10831,5,Request,ዳኛው ፊልም ማግኘት ይችላል?
9918,0,Assertion,በወር እንግዶች ጎንደር ነበር።
10557,5,Request,ሁሉም ክፍያ ማግኘት ይችላል?
10957,1,Complaint,ጓደኞች ሆቴል ስለ ቀላል መሆኑ ያማርራል።
1248,6,Sarcasm/Irony,እርግጥ ነው፣ ሰላም በጣም አዲስ ነው... (በቀልድ)።
9464,2,Phatic,ምን አዲስ ነገር አለ በጊዜው ፖሊሱ?
5356,4,Refusal,ወንድሜ ችግር አይፈልግም።
7225,0,Assertion,ፈቃድ አስፈላጊ ነው።
4472,5,Request,አለቆች ብር ማግኘት ይችላል?
2696,7,Suggestion,አዛውንቱ ጤና ቢጠቀም ይሻላል።
7741,7,Suggestion,ጎረቤቴ ፊልም ቢጠቀም ይሻላል።
3382,3,Promise,እኔ ቁልፍ አላረሳም።
2434,3,Promise,ነገ ጓደኞች መፍትሄ ያመጣል።
2036,0,Assertion,በማለዳ ጓደኞች ቢሮ ነበር።
2112,7,Suggestion,ምናልባት ደህንነቱ የተጠበቀ መፍትሄ መግዛት?
7701,6,Sarcasm/Irony,እንዴት ያለ ምግብ ቤት ነው! (በቀልድ)።
200,3,Promise,በቀን ጓደኛዬ ጤና ታመጣለች።
7977,1,Complaint,ሁሉም ስለ ገንዘብ ቅሬታ አለው።
8532,7,Suggestion,ተማሪው ሆቴል ቢያደርግ ይሻላል።
2992,0,Assertion,አባቶች ችግር አላት።
7339,7,Suggestion,ምናልባት አስፈላጊ ስራ መግዛት?
9040,3,Promise,ቃል እገባለሁ ስልጠና እንደሚሆን።
9524,7,Suggestion,እናንተ መረጃ ቢያደርግ ይሻላል።
9991,6,Sarcasm/Irony,እንዴት ያለ አደገኛ ሀሳብ ነው! (በሳቅ)።
8838,0,Assertion,እኛ ምግብ ፈጣን ይቆጠራል።
2106,2,Phatic,ሰላም እሱ፣ እንዴት ነህ?
157,6,Sarcasm/Irony,እንዴት እሷ በጣም ፈጣን ነው! (በአስቂኝ)።
6162,8,Warning,ተጠንቀቅ! ዕድል አዲስ ነው።
6438,4,Refusal,እናቴ ቅጣት አይፈልግም።
4226,1,Complaint,ባለሙያው ስለ ወረቀት ቅሬታ አለው።
9044,3,Promise,እህቴ በሰዓት ትመጣለች ብሎ ቃል ገብቷል።
2413,2,Phatic,መልካም ምሽት ከ ከተማ እህቴ።
857,4,Refusal,ነጋዴዎች መረጃ አይፈልግም።
2859,4,Refusal,እኔ ጉዞ አልቀበልም።
2963,5,Request,አዛውንቱ መረጃ ማግኘት ይችላል?
2114,7,Suggestion,ጓደኞች ቁልፍ ቢጠቀም ይሻላል።
6619,6,Sarcasm/Irony,አዎ፣ ከተማ በጣም ደህንነቱ የተጠበቀ ነው... (በተቃራኒ)።
8559,2,Phatic,እንኳን ለልደቱ አደረሰ ወጣቶች።
8099,1,Complaint,ነጋዴዎች ስብሰባ ስለ ፈጣን መሆኑ ያማርራል።
3114,1,Complaint,ለምን ገበሬዎች ትምህርት አልሰጠኝም?
10899,6,Sarcasm/Irony,ወጣቱ ሁልጊዜ ትክክል ነው... (በሳቅ)።
6320,3,Promise,አትጨነቅ፣ ድርጊት እከፍላለሁ።
3302,1,Complaint,ጎረቤቴ ከ ድልድይ ጋር ችግር አለው።
993,7,Suggestion,አዛውንቱ ቅጣት ቢያደርግ ይሻላል።
3482,6,Sarcasm/Irony,እንዴት ያለ ጥሩ ሆቴል ነው! (በተቃራኒ)።
8246,7,Suggestion,ምናልባት ዘገይተኛ ሀሳብ መግዛት?
1026,4,Refusal,ገበሬዎች ችግር አይፈልግም።
1888,3,Promise,በማለዳ ብዙ ሰዎች ዕረፍት ያመጣል።
3662,5,Request,ነጋዴዎች ውሃ ማግኘት ይችላል?
2984,8,Warning,ተጠንቀቅ! ድርጊት ቀላል ነው።
6701,0,Assertion,ይህ ምግብ ቤት ዘገይተኛ መሆኑን እረጋገጣለሁ።
3455,8,Warning,ተጠንቀቅ! ቁልፍ ያሳዝናል ነው።
6353,2,Phatic,ምን አዲስ ነገር አለ ነገ ተማሪው?
6071,8,Warning,ባለሙያው ቅጣት አትንካ።
6059,5,Request,ይህን መንገድ ማየት እችላለሁ?
8075,7,Suggestion,ሐኪሙ ስብሰባ ቢያደርግ ይሻላል።
4558,7,Suggestion,ምናልባት ዛሬ ብንገናኝ?
3803,0,Assertion,በቅርቡ ወንድሜ አዋሳ ነበር።
11156,6,Sarcasm/Irony,አዎ፣ ኮምፒውተር በጣም ጥሩ ጥራት አለው... (በአስቂኝ)።
3963,3,Promise,በቀን ወጣቶች ውሃ ያመጣል።
311,5,Request,አስተናጋጁ ጉብኝት ማግኘት ይችላል?
4199,3,Promise,በጊዜው አዛውንቶች ጤና ያመጣል።
8104,5,Request,ሰራተኛው ገንዘብ ማግኘት ይችላል?
11273,4,Refusal,እናንተ እድል አይፈልግም።
2419,0,Assertion,ይህ ብር ፈጣን መሆኑን እረጋገጣለሁ።
1060,7,Suggestion,ምናልባት መጥፎ ሽልማት መግዛት?
6457,4,Refusal,እኔ መጽሐፍ አልቀበልም።
6785,5,Request,እባክሽ ዕድል ስጠኝ።
1081,7,Suggestion,እኛ መኪና ቢያደርግ ይሻላል።
5064,6,Sarcasm/Irony,አዎ እናቶች በጣም ፈጣን ነው... (በቀልድ)።
4473,8,Warning,ገበሬዎች መኪና አትንካ።
6201,3,Promise,አለቆች ዛሬ ትመጣለች ብሎ ቃል ገብቷል።
10004,1,Complaint,እኔ ስለ ክፍያ ቅሬታ አለው።
10705,2,Phatic,እግዚአብሔር ይባርካችሁ ነጋዴዎች።
2633,7,Suggestion,ምናልባት አስቸጋሪ ቦታ መግዛት?
5157,8,Warning,ሐኪሙ ሙያ አትንካ።
1435,7,Suggestion,ወንድሞች ገንዘብ ቢያደርግ ይሻላል።
11019,6,Sarcasm/Irony,እሷ ሁልጊዜ ትክክል ነው፣ እርግጥ ነው... (በሳቅ)።
2480,4,Refusal,አለቆች ቁልፍ አይፈልግም።
9791,2,Phatic,ሰላም አባቴ ከ ቢሮ።
3956,5,Request,ይህን ክፍያ ማየት እችላለሁ?
10647,2,Phatic,ደህና ሁን ዛሬ ገበሬዎች።
7896,8,Warning,ባለሙያው ውሳኔ አትንካ።
11083,8,Warning,ተጠንቀቅ! ስብሰባ አስፈላጊ ነው።
1211,5,Request,ተማሪው መጽሐፍ ማግኘት ይችላል?
