id,text,label,label_id,template_id,split
2065,እባክዎ ኮምፒዩተሩን ወደ ገበያ ይላኩ።,Request,0,Request_06,test
2066,ባንኩ ስለ መጽሐፉ ማስጠንቀቂያ በሚቀጥለው አመት አውጥቷል።,Warning,4,Warning_08,train
2067,እባክዎ መኪናውን ለአስተማሪዋ በሳምንቱ መጨረሻ ይላኩልኝ።,Request,0,Request_00,train
2068,ሚኒስትሩ ወደ ፋብሪካ ነገ ሄደዋል።,Assertion,1,Assertion_07,train
2069,በሩ በአውሮፕላን ማረፊያ ይገኛል።,Assertion,1,Assertion_00,test
2070,እባክዎ ይቅርታ፣ መልእክቱን ከሁለት ቀናት በኋላ ማቅረብ አልችልም።,Refusal,2,Refusal_09,train
2071,እንኳን ወደ ቢሮ ደህና መጣህ መሐንዲሱ።,Phatic,7,Phatic_04,test
2072,ማህበሩ ቃል የገባውን በስብሰባው ወቅት አላከበረም።,Complaint,6,Complaint_02,test
2073,ስለ ጥያቄው ከሚኒስትሩ ጋር ማሰብ ይኖርብናል።,Suggestion,3,Suggestion_03,train
2074,እባክዎ ስልኩን ወደ ባንክ ይላኩ።,Request,0,Request_06,test
2075,በጣም ውጤታማ ነው ማዕከሉ፣ በነገ ጠዋት ምንም አልተሰራም።,Sarcasm/Irony,5,Sarcasm/Irony_14,val
2076,ፋብሪካው ስለ ሪፖርቱ ማስጠንቀቂያ ከሁለት ቀናት በኋላ አውጥቷል።,Warning,4,Warning_08,train
2077,ስራው ከሰዓት በኋላ ከፖሊሱ ጋር አልተጠናቀቀም።,Complaint,6,Complaint_03,test
2078,እንዴት ጎበዝ ነህ ጓደኛዬ፣ ቦርሳውን ሰብረኸዋል!,Sarcasm/Irony,5,Sarcasm/Irony_00,train
2079,የመኪናው ወጪውን በሱቅ ብንቀንስ የተሻለ ነው።,Suggestion,3,Suggestion_13,train
2080,ደንበኛው ወደ ትምህርት ቤት ዛሬ ሄደዋል።,Assertion,1,Assertion_07,train
2081,እባክሽ ትዕዛዙን ነገ ጠዋት አምጪልኝ።,Request,0,Request_09,test
2082,ደህና በሚቀጥለው ወር ይሁንልህ አለቃዬ።,Phatic,7,Phatic_02,train
2083,እንኳን ደስ አለህ አለቃዬ፣ ስለ መሳሪያው እንደገና ተሳስተሃል።,Sarcasm/Irony,5,Sarcasm/Irony_13,train
2084,ከስራ አስኪያጁ ጋር ስለ መስኮቱ ጉዳይ መስማማት አልችልም።,Refusal,2,Refusal_06,train
2085,ሰነዱ ገና ወደ ቤት ከዛሬ ጀምሮ አልደረሰኝም።,Complaint,6,Complaint_07,train
2086,ገንዘቡን ለጓደኛዬ ከሶስት ሰዓት በኋላ እከፍላለሁ።,Promise,8,Promise_02,test
2087,ባንኩ ስለ ፋይሉ ማስጠንቀቂያ በሚቀጥለው ወር አውጥቷል።,Warning,4,Warning_08,train
2088,የሰነዱ ችግር ከጥቂት ደቂቃዎች በኋላ ከዶክተሩ ጋር እፈታለሁ።,Promise,8,Promise_11,train
2089,በጣም ጎበዝ ነው ኤጀንሲው፣ በአውሮፕላን ማረፊያ ደንበኞችን ችላ ይላል።,Sarcasm/Irony,5,Sarcasm/Irony_06,test
2090,ተጠንቀቅ፣ ከአንድ ሰዓት በኋላ ስብሰባ ክፍል ውስጥ አደጋ አለ።,Warning,4,Warning_00,val
2091,በመንገድ ላይ ትንሽ እረፍት ከሰዓት በኋላ ብንወስድ ጥሩ ነው።,Suggestion,3,Suggestion_09,test
2092,እባክዎ ማሽኑን በሚቀጥለው አመት ይላኩልኝ።,Request,0,Request_13,val
2093,እባክዎ ይቅርታ፣ ሪፖርቱን በሚቀጥለው ወር ማቅረብ አልችልም።,Refusal,2,Refusal_09,train
2094,ይህ ልብሱ ከባንኩ ጥራት የለውም።,Complaint,6,Complaint_00,val
2095,አለቃዬ ወደ ሆስፒታል ዛሬ ሄደዋል።,Assertion,1,Assertion_07,train
2096,ደህና እደር ጋዜጠኛው፣ በዚህ አመት እንገናኝ።,Phatic,7,Phatic_06,train
2097,እባክዎ ዕቃውን ለፖሊሱ በዚህ ሳምንት ይላኩልኝ።,Request,0,Request_00,train
2098,ኤጀንሲው ስለ መስኮቱ ማስጠንቀቂያ ከምሽቱ ጀምሮ አውጥቷል።,Warning,4,Warning_08,train
2099,እባክዎ ቤቱን ለመሐንዲሱ በሚቀጥለው አመት ይላኩልኝ።,Request,0,Request_00,train
2100,የደረሰኙ ዋጋ በስብሰባ ክፍል በጣም ውድ ነው።,Complaint,6,Complaint_05,val
2101,ደህና እደር ነጋዴው፣ ነገ እንገናኝ።,Phatic,7,Phatic_06,train
2102,እንኳን ደስ አለህ ዶክተሩ፣ ስለ ስልኩ እንደገና ተሳስተሃል።,Sarcasm/Irony,5,Sarcasm/Irony_13,train
2103,እባክዎ ቦርሳውን ለሚኒስትሩ ዛሬ ይላኩልኝ።,Request,0,Request_00,train
2104,እባክህ መኪናውን ስጠኝ።,Request,0,Request_08,val
2105,ኩባንያው ስለ ምርቱ ማስጠንቀቂያ ከዛሬ ጀምሮ አውጥቷል።,Warning,4,Warning_08,train
2106,ደንበኛው ወደ ባንክ ነገ ሄደዋል።,Assertion,1,Assertion_07,train
2107,ከሹፌሩ ጋር ስለ ገንዘቡ ጉዳይ መስማማት አልችልም።,Refusal,2,Refusal_06,train
2108,እርግጠኛ ነኝ ጓደኛዬ ከሶስት ሰዓት በኋላ ይደርሳሉ፣ እንደ ሁልጊዜው።,Sarcasm/Irony,5,Sarcasm/Irony_05,test
2109,የሰነዱ ችግር በሳምንቱ መጨረሻ ከደንበኛው ጋር እፈታለሁ።,Promise,8,Promise_11,train
2110,እባክዎ ቤቱን ለመምህሩ ከዛሬ ጀምሮ ይላኩልኝ።,Request,0,Request_00,train
2111,ሚኒስቴሩ ስለ ደብዳቤው ማስጠንቀቂያ በሚቀጥለው ወር አውጥቷል።,Warning,4,Warning_08,train
2112,በጣም ደግ ነህ መሐንዲሱ፣ በአውሮፕላን ማረፊያ ምንም እርዳታ አልሰጠኸኝም።,Sarcasm/Irony,5,Sarcasm/Irony_12,train
2113,የደብዳቤው ዋጋውን ከአንድ ሰዓት በኋላ ብንቀንስ ደንበኞች ይጨምራሉ።,Suggestion,3,Suggestion_07,train
2114,ሚኒስቴሩ ስለ መጽሐፉ ማስጠንቀቂያ ዛሬ ማታ አውጥቷል።,Warning,4,Warning_08,train
2115,ሹፌሩ ለቅሬታዬ ምላሽ በዚህ ሳምንት አልሰጡም።,Complaint,6,Complaint_06,val
2116,እንዴት ደስ ይላል፣ ፖሊሱ እንደገና ከሶስት ሰዓት በኋላ ዘገዩ።,Sarcasm/Irony,5,Sarcasm/Irony_03,train
2117,ሪፖርቱ በፍርድ ቤት ይገኛል።,Assertion,1,Assertion_00,test
2118,እባክዎ ደረሰኙን ለሹፌሩ በሚቀጥለው ወር ይላኩልኝ።,Request,0,Request_00,train
2119,ስጦታውን በጥንቃቄ ከስራ አስኪያጁ ጋር ብንመረምር ይሻላል።,Suggestion,3,Suggestion_11,val
2120,እንዴት ጎበዝ ነህ ጓደኛዬ፣ መስኮቱን ሰብረኸዋል!,Sarcasm/Irony,5,Sarcasm/Irony_00,train
2121,የካርታው ወጪውን በአውሮፕላን ማረፊያ ብንቀንስ የተሻለ ነው።,Suggestion,3,Suggestion_13,train
2122,መሐንዲሱ ወደ ፖሊስ ጣቢያ በሚቀጥለው ወር ሄደዋል።,Assertion,1,Assertion_07,train
2123,እባክዎ መኪናውን ለስራ አስኪያጁ በስብሰባው ወቅት ይላኩልኝ።,Request,0,Request_00,train
2124,ባንኩ ስለ ሂሳቡ ማስጠንቀቂያ ነገ ከሰዓት በኋላ አውጥቷል።,Warning,4,Warning_08,train
2125,ባንኩ በዚህ ሳምንት አዲስ ሰራተኞችን ቀጥሯል።,Assertion,1,Assertion_09,train
2126,በከተማው ውስጥ በዚህ ሳምንት ወንጀል ሊፈጸም ይችላል ተጠንቀቁ።,Warning,4,Warning_11,train
2127,ምርቱ ገና ወደ አውሮፕላን ማረፊያ በሚቀጥለው ወር አልደረሰኝም።,Complaint,6,Complaint_07,train
2128,ፋብሪካው ቃል የገባውን ከሰዓት በኋላ ያከብራል።,Promise,8,Promise_14,test
2129,ድርጅቱ ስለ ስጦታው ማስጠንቀቂያ ዛሬ ማታ አውጥቷል።,Warning,4,Warning_08,train
2130,እርግጠኛ ነኝ ባልደረባዬ ከምሽቱ ጀምሮ ይደርሳሉ፣ እንደ ሁልጊዜው።,Sarcasm/Irony,5,Sarcasm/Irony_05,test
2131,ክፍያ ብከፍልም ከማህበሩ አገልግሎት ነገ ጠዋት አላገኘሁም።,Complaint,6,Complaint_10,val
2132,እባክዎ ይቅርታ፣ ስጦታውን ከአንድ ሰዓት በኋላ ማቅረብ አልችልም።,Refusal,2,Refusal_09,train
2133,ክፍያ ብከፍልም ከድርጅቱ አገልግሎት ነገ አላገኘሁም።,Complaint,6,Complaint_10,val
2134,ከሶስት ሰዓት በኋላ በባንክ ከባድ ዝናብ ሊዘንብ ይችላል ተጠንቀቁ።,Warning,4,Warning_03,test
2135,የሂሳቡ ዋጋውን ከዛሬ ጀምሮ ብንቀንስ ደንበኞች ይጨምራሉ።,Suggestion,3,Suggestion_07,train
2136,እንኳን አደረሳችሁ ዶክተሩ፣ በሆስፒታል።,Phatic,7,Phatic_14,test
2137,በጣም ብልህ ነህ ጓደኛዬ፣ ደረሰኙን ረሳኸው።,Sarcasm/Irony,5,Sarcasm/Irony_04,train
2138,ሰላም ባልደረባዬ፣ ከሁለት ቀናት በኋላ እንዴት ነህ?,Phatic,7,Phatic_00,train
2139,እባክዎ ለነጋዴው ጥያቄውን ያድርሱ።,Request,0,Request_14,test
2140,ይህን ሰነዱን ከባልደረባዬ መቀበል አልችልም።,Refusal,2,Refusal_03,train
2141,መሐንዲሱ፣ እንደምን አደርክ ከአንድ ሰዓት በኋላ?,Phatic,7,Phatic_01,train
2142,እባክዎ ቡናውን ለሚኒስትሩ በሚቀጥለው ሳምንት ይላኩልኝ።,Request,0,Request_00,train
2143,እባክዎ ስልኩን ለፖሊሱ ከጥቂት ደቂቃዎች በኋላ ይላኩልኝ።,Request,0,Request_00,train
2144,እባክዎ ምርቱን ለሹፌሩ ነገ ከሰዓት በኋላ ይላኩልኝ።,Request,0,Request_00,train
2145,የዕቃው ችግር ከሁለት ቀናት በኋላ ከጓደኛዬ ጋር እፈታለሁ።,Promise,8,Promise_11,train
2146,እባክዎ ለጓደኛዬ ስለ ስልኩ ይንገሩልኝ።,Request,0,Request_04,val
2147,የፋይሉ ወጪውን በገበያ ብንቀንስ የተሻለ ነው።,Suggestion,3,Suggestion_13,train
2148,መስኮቱ ገና ወደ ፋብሪካ ከአንድ ሰዓት በኋላ አልደረሰኝም።,Complaint,6,Complaint_07,train
2149,ይህን ደረሰኙን ከጠበቃው ጋር በጥንቃቄ ያዙ።,Warning,4,Warning_04,val
2150,ደንበኛው፣ ጤና ይስጥልኝ በአውሮፕላን ማረፊያ።,Phatic,7,Phatic_03,train
2151,ቁልፉ ገና ወደ ቢሮ ከዛሬ ጀምሮ አልደረሰኝም።,Complaint,6,Complaint_07,train
2152,አስተማሪዋ ወደ ገበያ ነገ ጠዋት ሄደዋል።,Assertion,1,Assertion_07,train
2153,እባክዎ ይቅርታ፣ ኮምፒዩተሩን ነገ ከሰዓት በኋላ ማቅረብ አልችልም።,Refusal,2,Refusal_09,train
2154,እንኳን ደስ አለህ ስራ አስኪያጁ በዚህ አመት።,Phatic,7,Phatic_07,train
2155,የጥያቄው ችግር በሚቀጥለው ወር ከባልደረባዬ ጋር እፈታለሁ።,Promise,8,Promise_11,train
2156,አዎ በርግጥ፣ የኩባንያው እቅድ በበሳምንቱ መጨረሻ በጭራሽ አይከሽፍም።,Sarcasm/Irony,5,Sarcasm/Irony_11,train
2157,መንግስት ስለ ደረሰኙ ማስጠንቀቂያ በዚህ ወር አውጥቷል።,Warning,4,Warning_08,train
2158,በጣም ደግ ነህ ነጋዴው፣ በቢሮ ምንም እርዳታ አልሰጠኸኝም።,Sarcasm/Irony,5,Sarcasm/Irony_12,train
2159,ቤቱ ገና ወደ ስብሰባ ክፍል በዚህ ወር አልደረሰኝም።,Complaint,6,Complaint_07,train
2160,ባንኩ ስለ ቦርሳው ማስጠንቀቂያ በዚህ ሳምንት አውጥቷል።,Warning,4,Warning_08,train
2161,ደህና እደር አስተማሪዋ፣ ከሰዓት በኋላ እንገናኝ።,Phatic,7,Phatic_06,train
2162,እባክዎ ምርቱን ለሹፌሩ በሚቀጥለው ወር ይላኩልኝ።,Request,0,Request_00,train
2163,በሱቅ ትንሽ እረፍት ከሶስት ሰዓት በኋላ ብንወስድ ጥሩ ነው።,Suggestion,3,Suggestion_09,test
2164,እባክዎ ውሃውን ለዶክተሩ ከሶስት ሰዓት በኋላ ይላኩልኝ።,Request,0,Request_00,train
2165,ደህና እደር ስራ አስኪያጁ፣ በዚህ አመት እንገናኝ።,Phatic,7,Phatic_06,train
2166,ከፖሊሱ ጋር ከአንድ ሰዓት በኋላ መነጋገር ይሻላል።,Suggestion,3,Suggestion_06,val
2167,ሂሳቡ ገና ወደ ቤት በሳምንቱ መጨረሻ አልደረሰኝም።,Complaint,6,Complaint_07,train
2168,የሪፖርቱ ችግር በሚቀጥለው ወር ከባልደረባዬ ጋር እፈታለሁ።,Promise,8,Promise_11,train
2169,በመንግስት አዲስ ስልት ከሁለት ቀናት በኋላ እንተግብር።,Suggestion,3,Suggestion_14,test
2170,ይህን በሩን ከጠበቃው መቀበል አልችልም።,Refusal,2,Refusal_03,train
2171,ይህን ሪፖርቱን ያለ ስራ አስኪያጁ ትዕዛዝ አይውሰዱ።,Warning,4,Warning_12,val
2172,ጋዜጠኛው ወደ ስብሰባ ክፍል በሳምንቱ መጨረሻ ሄደዋል።,Assertion,1,Assertion_07,train
2173,ጎበዝ! በጣም ጥሩ ስራ ሰራህ ጋዜጠኛው፣ ዕቃውን አበላሸኸው።,Sarcasm/Irony,5,Sarcasm/Irony_02,train
2174,የመልእክቱ ዋጋ ከጥቂት ደቂቃዎች በኋላ ጨምሯል።,Assertion,1,Assertion_12,val
2175,ለስራ አስኪያጁ ጥያቄ ፍቃደኛ አይደለሁም።,Refusal,2,Refusal_10,val
2176,ከሚኒስትሩ ጋር በዚህ ወር በቤት እገናኛለሁ።,Promise,8,Promise_04,val
2177,እርግጠኛ ነኝ ነጋዴው ከምሽቱ ጀምሮ ይደርሳሉ፣ እንደ ሁልጊዜው።,Sarcasm/Irony,5,Sarcasm/Irony_05,test
2178,እባክዎ ቁልፉን ለስራ አስኪያጁ ከአንድ ሰዓት በኋላ ይላኩልኝ።,Request,0,Request_00,train
2179,አመሰግናለሁ ጋዜጠኛው፣ ደህና ዋል በአውሮፕላን ማረፊያ።,Phatic,7,Phatic_08,train
2180,ስራውን ከስራ አስኪያጁ ጋር በሚቀጥለው አመት እጨርሳለሁ።,Promise,8,Promise_01,test
2181,ሰላም ሚኒስትሩ፣ ነገ ከሰዓት በኋላ እንዴት ነህ?,Phatic,7,Phatic_00,train
2182,በጣም ውጤታማ ነው ኩባንያው፣ በበሳምንቱ መጨረሻ ምንም አልተሰራም።,Sarcasm/Irony,5,Sarcasm/Irony_14,val
2183,በፋብሪካው አዲስ ስልት ነገ ጠዋት እንተግብር።,Suggestion,3,Suggestion_14,test
2184,ፕሮጀክቱን ነገ ከሰዓት በኋላ ከዶክተሩ ጋር ብንጀምር ይሻላል።,Suggestion,3,Suggestion_08,val
2185,ከተማው ውስጥ ነገ ከሰዓት በኋላ ተከፍቷል።,Assertion,1,Assertion_14,train
2186,መልእክቱን በስብሰባው ወቅት ብንሞክር ጥሩ ይሆናል።,Suggestion,3,Suggestion_00,train
2187,እባክሽ ልብሱን ከምሽቱ ጀምሮ አምጪልኝ።,Request,0,Request_09,test
2188,በሳምንቱ መጨረሻ የአየር ሁኔታው ጥሩ ነው።,Assertion,1,Assertion_01,val
2189,ከደንበኛው ጋር ከሁለት ቀናት በኋላ መነጋገር ይሻላል።,Suggestion,3,Suggestion_06,val
2190,ፋብሪካው ስለ ጥያቄው ማስጠንቀቂያ ከሶስት ሰዓት በኋላ አውጥቷል።,Warning,4,Warning_08,train
2191,እንኳን አደረሳችሁ ሚኒስትሩ፣ በመንገድ ላይ።,Phatic,7,Phatic_14,test
2192,እንዴት ጎበዝ ነህ አለቃዬ፣ ቤቱን ሰብረኸዋል!,Sarcasm/Irony,5,Sarcasm/Irony_00,train
2193,እባክዎ ይቅርታ፣ መልእክቱን ነገ ማቅረብ አልችልም።,Refusal,2,Refusal_09,train
2194,እርግጠኛ ነኝ ባልደረባዬ በሚቀጥለው ወር ይደርሳሉ፣ እንደ ሁልጊዜው።,Sarcasm/Irony,5,Sarcasm/Irony_05,test
2195,እባክዎ ማሽኑን ከዛሬ ጀምሮ ይላኩልኝ።,Request,0,Request_13,val
2196,ኩባንያው ስለ ገንዘቡ ማስጠንቀቂያ ዛሬ ማታ አውጥቷል።,Warning,4,Warning_08,train
2197,ውሃውን ነገ ብንሞክር ጥሩ ይሆናል።,Suggestion,3,Suggestion_00,train
2198,ጓደኛዬ ወደ ከተማው ውስጥ በሚቀጥለው ሳምንት ሄደዋል።,Assertion,1,Assertion_07,train
2199,መልእክቱ ገና ወደ መጋዘን ዛሬ ማታ አልደረሰኝም።,Complaint,6,Complaint_07,train
2200,ባንኩ ስለ ዕቃው ማስጠንቀቂያ በሳምንቱ መጨረሻ አውጥቷል።,Warning,4,Warning_08,train
2201,እባክዎ ዛሬ ማታ ወደ ከተማው ውስጥ ይድረሱልኝ።,Request,0,Request_07,val
2202,ከስራ አስኪያጁ ጋር ስለ ፋይሉ ጉዳይ መስማማት አልችልም።,Refusal,2,Refusal_06,train
2203,እባክዎ መሳሪያውን ለሚኒስትሩ ከአንድ ሰዓት በኋላ ይላኩልኝ።,Request,0,Request_00,train
2204,እባክዎ ውሉን ለመሐንዲሱ በዚህ ሳምንት ይላኩልኝ።,Request,0,Request_00,train
2205,የመሳሪያው ችግር ከምሽቱ ጀምሮ ከባልደረባዬ ጋር እፈታለሁ።,Promise,8,Promise_11,train
2206,እባክዎ ለጋዜጠኛው ስለ ደብዳቤው ይንገሩልኝ።,Request,0,Request_04,val
2207,እንኳን ወደ ቤት ደህና መጣህ መሐንዲሱ።,Phatic,7,Phatic_04,test
2208,እባክሽ ፕሮጀክቱን በሚቀጥለው ወር አምጪልኝ።,Request,0,Request_09,test
2209,ኩባንያው ስለ ደብዳቤው ማስጠንቀቂያ በዚህ አመት አውጥቷል።,Warning,4,Warning_08,train
2210,ደረሰኙ ገና ወደ ገበያ ከዛሬ ጀምሮ አልደረሰኝም።,Complaint,6,Complaint_07,train
2211,ጎበዝ ስራ ጋዜጠኛው፣ መጽሐፉ ሙሉ በሙሉ ፈርሷል።,Sarcasm/Irony,5,Sarcasm/Irony_09,train
2212,እባክህ ይቅርታ አድርግልኝ፣ ወደ ትምህርት ቤት በሳምንቱ መጨረሻ መምጣት አልችልም።,Refusal,2,Refusal_01,test
2213,የስጦታው ወጪውን በሱቅ ብንቀንስ የተሻለ ነው።,Suggestion,3,Suggestion_13,train
2214,ገንዘብዎን ይጠብቁ፣ በመጋዘን ከሶስት ሰዓት በኋላ ስርቆት ተከስቷል።,Warning,4,Warning_05,val
2215,ኮምፒዩተሩ ገና ወደ አውሮፕላን ማረፊያ በስብሰባው ወቅት አልደረሰኝም።,Complaint,6,Complaint_07,train
2216,ከነጋዴው ጋር ስለ መስኮቱ ጉዳይ መስማማት አልችልም።,Refusal,2,Refusal_06,train
2217,ከሚኒስትሩ ጋር በስብሰባው ወቅት በፍርድ ቤት እገናኛለሁ።,Promise,8,Promise_04,val
2218,የመኪናው ገመድ በባንክ አደገኛ ነው ተጠንቀቁ።,Warning,4,Warning_07,train
2219,በኩባንያው አዲስ ስልት በዚህ ወር እንተግብር።,Suggestion,3,Suggestion_14,test
2220,እባክዎ ቦርሳውን ለባልደረባዬ በዚህ አመት ይላኩልኝ።,Request,0,Request_00,train
2221,መሐንዲሱ፣ ቤተሰብ በፖሊስ ጣቢያ እንዴት ናቸው?,Phatic,7,Phatic_05,val
2222,ይቅርታ፣ ቡናውን በዚህ ወር ማድረግ አልችልም።,Refusal,2,Refusal_00,train
2223,ፖሊሱ ወደ ከተማው ውስጥ ዛሬ ሄደዋል።,Assertion,1,Assertion_07,train
2224,መምህሩ ወደ ቤት ከምሽቱ ጀምሮ ሄደዋል።,Assertion,1,Assertion_07,train
2225,የመልእክቱ ችግር ዛሬ ማታ ከፖሊሱ ጋር እፈታለሁ።,Promise,8,Promise_11,train
2226,ፖሊሱ፣ ቤተሰብ በመጋዘን እንዴት ናቸው?,Phatic,7,Phatic_05,val
2227,ፋብሪካው ስለ ሰነዱ ማስጠንቀቂያ በዚህ አመት አውጥቷል።,Warning,4,Warning_08,train
2228,እንኳን ወደ ፖሊስ ጣቢያ ደህና መጣህ ፖሊሱ።,Phatic,7,Phatic_04,test
2229,እባክዎ ምርቱን ለሹፌሩ በዚህ ሳምንት ይላኩልኝ።,Request,0,Request_00,train
2230,ማዕከሉ ስለ ስልኩ ማስጠንቀቂያ ከሶስት ሰዓት በኋላ አውጥቷል።,Warning,4,Warning_08,train
2231,ኮምፒዩተሩ ገና ወደ ፍርድ ቤት ዛሬ ማታ አልደረሰኝም።,Complaint,6,Complaint_07,train
2232,ካርታው ገና ወደ አውሮፕላን ማረፊያ ከምሽቱ ጀምሮ አልደረሰኝም።,Complaint,6,Complaint_07,train
2233,እንኳን አደረሳችሁ አለቃዬ፣ በስብሰባ ክፍል።,Phatic,7,Phatic_14,test
2234,እባክዎ ይቅርታ፣ ቤቱን ከዛሬ ጀምሮ ማቅረብ አልችልም።,Refusal,2,Refusal_09,train
2235,እንኳን ደስ አለህ ሹፌሩ፣ ስለ ኮምፒዩተሩ እንደገና ተሳስተሃል።,Sarcasm/Irony,5,Sarcasm/Irony_13,train
2236,ከነጋዴው ጋር በሚቀጥለው ሳምንት በሱቅ እገናኛለሁ።,Promise,8,Promise_04,val
2237,ደብዳቤው ገና ወደ መንገድ ላይ ከአንድ ሰዓት በኋላ አልደረሰኝም።,Complaint,6,Complaint_07,train
2238,በጣም ብልህ ነህ ነጋዴው፣ መጽሐፉን ረሳኸው።,Sarcasm/Irony,5,Sarcasm/Irony_04,train
2239,ይቅርታ፣ መስኮቱን ዛሬ ማታ ማድረግ አልችልም።,Refusal,2,Refusal_00,train
2240,ገንዘብዎን ይጠብቁ፣ በሱቅ በስብሰባው ወቅት ስርቆት ተከስቷል።,Warning,4,Warning_05,val
2241,የካርታው ዋጋውን በዚህ አመት ብንቀንስ ደንበኞች ይጨምራሉ።,Suggestion,3,Suggestion_07,train
2242,ይህን ኮምፒዩተሩን ከፖሊሱ መቀበል አልችልም።,Refusal,2,Refusal_03,train
2243,ከዶክተሩ ጋር በዚህ አመት በፍርድ ቤት እገናኛለሁ።,Promise,8,Promise_04,val
2244,እባክዎ ዕቃውን በስብሰባው ወቅት ይላኩልኝ።,Request,0,Request_13,val
2245,ሚኒስቴሩ ከዛሬ ጀምሮ አዲስ ምርት አስተዋውቋል።,Assertion,1,Assertion_02,val
2246,እባክዎ ትዕዛዙን ለስራ አስኪያጁ ነገ ከሰዓት በኋላ ይላኩልኝ።,Request,0,Request_00,train
2247,ዛሬ ማታ በመጋዘን ትራፊኩ ከባድ ነው ተጠንቀቁ።,Warning,4,Warning_13,train
2248,እባክዎ ገንዘቡን ለሚኒስትሩ በስብሰባው ወቅት ይላኩልኝ።,Request,0,Request_00,train
2249,የስጦታው ችግር ዛሬ ማታ ከአለቃዬ ጋር እፈታለሁ።,Promise,8,Promise_11,train
2250,አለቃዬ ስብሰባውን ከሁለት ቀናት በኋላ መርተዋል።,Assertion,1,Assertion_03,val
2251,እባክህ ለውሃው ይህን ዘዴ ከሰዓት በኋላ ተጠቀም።,Suggestion,3,Suggestion_04,train
2252,እባክዎ ቡናውን ለመምህሩ ከዛሬ ጀምሮ ይላኩልኝ።,Request,0,Request_00,train
2253,ጎበዝ! በጣም ጥሩ ስራ ሰራህ ደንበኛው፣ ገንዘቡን አበላሸኸው።,Sarcasm/Irony,5,Sarcasm/Irony_02,train
2254,ይቅርታ፣ ጥያቄውን ከሶስት ሰዓት በኋላ ማድረግ አልችልም።,Refusal,2,Refusal_00,train
2255,ፖሊሱ ወደ ፍርድ ቤት ከጥቂት ደቂቃዎች በኋላ ሄደዋል።,Assertion,1,Assertion_07,train
2256,በፖሊስ ጣቢያ በሚቀጥለው ወር ንጽህና ጎድሏል።,Complaint,6,Complaint_13,test
2257,ደረሰኙን በጥንቃቄ ከመምህሩ ጋር ብንመረምር ይሻላል።,Suggestion,3,Suggestion_11,val
2258,ቃል እገባለሁ፣ ገንዘቡን በሚቀጥለው ወር አላዘገይም።,Promise,8,Promise_03,test
2259,አመሰግናለሁ ፖሊሱ፣ ደህና ዋል በትምህርት ቤት።,Phatic,7,Phatic_08,train
2260,ሚኒስትሩ፣ ጤና ይስጥልኝ በትምህርት ቤት።,Phatic,7,Phatic_03,train
2261,እባክዎ ደረሰኙን ለጓደኛዬ በዚህ ወር ይላኩልኝ።,Request,0,Request_00,train
2262,የመልእክቱ ወጪውን በፖሊስ ጣቢያ ብንቀንስ የተሻለ ነው።,Suggestion,3,Suggestion_13,train
2263,የቡናው ገመድ በመንገድ ላይ አደገኛ ነው ተጠንቀቁ።,Warning,4,Warning_07,train
2264,ስራው ከሰዓት በኋላ ከመምህሩ ጋር አልተጠናቀቀም።,Complaint,6,Complaint_03,test
2265,እንኳን አደረሳችሁ መምህሩ፣ በሆስፒታል።,Phatic,7,Phatic_14,test
2266,በዚህ ወር በመንገድ ላይ መገኘት አልችልም።,Refusal,2,Refusal_04,val
2267,ማዕከሉ ስለ ካርታው ማስጠንቀቂያ ከአንድ ሰዓት በኋላ አውጥቷል።,Warning,4,Warning_08,train
2268,እባክዎ ይቅርታ፣ ሂሳቡን ዛሬ ማታ ማቅረብ አልችልም።,Refusal,2,Refusal_09,train
2269,ድርጅቱ ስለ ሪፖርቱ ማስጠንቀቂያ ከጥቂት ደቂቃዎች በኋላ አውጥቷል።,Warning,4,Warning_08,train
2270,ፖሊሱ፣ እንደምን አደርክ ነገ ከሰዓት በኋላ?,Phatic,7,Phatic_01,train
2271,በጣም ብልህ ነህ ጓደኛዬ፣ በሩን ረሳኸው።,Sarcasm/Irony,5,Sarcasm/Irony_04,train
2272,ካርታው ገና ወደ ትምህርት ቤት በሚቀጥለው ሳምንት አልደረሰኝም።,Complaint,6,Complaint_07,train
2273,ደብዳቤው ገና ወደ ፖሊስ ጣቢያ ነገ አልደረሰኝም።,Complaint,6,Complaint_07,train
2274,ፋብሪካው በሚቀጥለው ወር አዲስ ምርት አስተዋውቋል።,Assertion,1,Assertion_02,val
2275,ስራ አስኪያጁ ስብሰባውን ነገ መርተዋል።,Assertion,1,Assertion_03,val
2276,የገንዘቡ ዋጋውን ከሁለት ቀናት በኋላ ብንቀንስ ደንበኞች ይጨምራሉ።,Suggestion,3,Suggestion_07,train
2277,ይህን ውሉን ከሚኒስትሩ ጋር በጥንቃቄ ያዙ።,Warning,4,Warning_04,val
2278,ነጋዴው ወደ ቤት ከምሽቱ ጀምሮ ሄደዋል።,Assertion,1,Assertion_07,train
2279,እባክዎ ካርታውን ለጠበቃው ነገ ከሰዓት በኋላ ይላኩልኝ።,Request,0,Request_00,train
2280,በዚህ አመት በመንገድ ላይ ትራፊኩ ከባድ ነው ተጠንቀቁ።,Warning,4,Warning_13,train
2281,እንደምን አለህ በገበያ፣ ደንበኛው?,Phatic,7,Phatic_11,val
