id,label_id,label,sentence
3019,2,Phatic,እንደገና እንገናኝ በሳምንት ከ ትምህርት ቤት።
3020,8,Warning,ጓደኞች መረጃ አትንካ።
3021,8,Warning,ብዙ ሰዎች ወረቀት አትንካ።
3022,2,Phatic,ሰላም ጎረቤቴ፣ እንዴት አለፈ በቅርቡ?
3023,8,Warning,ተጠንቀቅ! መረጃ ያሳዝናል ነው።
3024,3,Promise,በማለዳ ልጆች ምግብ ቤት ታመጣለች።
3025,3,Promise,በማለዳ ነጋዴዎች ዜና ያመጣል።
3026,2,Phatic,እንዴት አለፍክ ከ ገበያ ልጆች?
3027,4,Refusal,እናንተ ሙያ አይፈልግም።
3028,5,Request,እሷ ክፍያ ማግኘት ይችላል?
3029,7,Suggestion,እንደእኔ አስተያየት ብር መቀየር ይሻላል።
3030,7,Suggestion,ምናልባት ነገ ብንገናኝ?
3031,5,Request,እባክህ በጊዜው ኒ።
3032,5,Request,ከፈቀድክ ቦታ ውሰድ።
3033,6,Sarcasm/Irony,እርግጥ ነው፣ በሰዓት ሁሉም ይሳካል... (በተቃራኒ)።
3034,7,Suggestion,አባቶች ውሳኔ ቢጠቀም ይሻላል።
3035,3,Promise,ይህን ስብሰባ እጠብቃለሁ።
3036,5,Request,አስተናጋጁ ሙያ ማግኘት ይችላል?
3037,4,Refusal,ማንም ትምህርት አይፈልግም።
3038,0,Assertion,ሁሉም መኪና አለው።
3039,7,Suggestion,ምናልባት ደህንነቱ የተጠበቀ ድርጊት መግዛት?
3040,7,Suggestion,እንዴት ቢሆን ትምህርት ቤት ብንሄድ?
3041,3,Promise,እህቶች በማለዳ ትመጣለች ብሎ ቃል ገብቷል።
3042,0,Assertion,እህቶች አሉ ብዙ ጊዜ።
3043,0,Assertion,በማለዳ አባቴ መስሪያ ቤት ነበር።
3044,0,Assertion,ይህ መፍትሄ ውድ መሆኑን እረጋገጣለሁ።
3045,5,Request,ከፈቀድክ መረጃ ውሰድ።
3046,1,Complaint,ስራ አልሰራም፣ ችግር አለ።
3047,2,Phatic,ደህና እንደምታድር ተስፋ አደርጋለሁ ተማሪዎች።
3048,2,Phatic,ደህና እንደምታድር ተስፋ አደርጋለሁ ደንበኞች።
3049,5,Request,እባክህ አገልግሎት አስረዳኝ።
3050,5,Request,አባቴ ድርጊት ማግኘት ይችላል?
3051,8,Warning,ተጠንቀቅ! ጊዜ ንጹህ ነው።
3052,7,Suggestion,ምናልባት አስደሳች መኪና መግዛት?
3053,2,Phatic,ደስ ብሎኛል ስለሰማሁህ ጓደኛዬ።
3054,4,Refusal,ሴቶች ንግግር አይፈልግም።
3055,2,Phatic,ጤናማ ቀን ይሁንልሽ ወንድሜ።
3056,7,Suggestion,ሁሉም ዕድል ቢጠቀም ይሻላል።
3057,6,Sarcasm/Irony,ወንዶች ሁልጊዜ ይረዳል... (በቀልድ)።
3058,4,Refusal,እኔ መንገድ አይፈልግም።
3059,6,Sarcasm/Irony,አዛውንቱ ሁልጊዜ ይረዳል... (በቀልድ)።
3060,7,Suggestion,ምናልባት በቀን ብንገናኝ?
3061,5,Request,እባክዎ ቅጣት ያድርጉልኝ።
3062,7,Suggestion,ፖሊሱ እረፍት ቢጠቀም ይሻላል።
3063,0,Assertion,እኔ ሀሳብ እንደሚያስፈልግ አውቃለሁ።
3064,4,Refusal,ሁሉም ጤና አይፈልግም።
3065,5,Request,እባክህ ሽልማት አስረዳኝ።
3066,6,Sarcasm/Irony,እንዴት መጥፎ ኮንትራት ነው! (በቀልድ)።
3067,8,Warning,ተጠንቀቅ! ድልድይ ትልቅ ነው።
3068,5,Request,ታካሚዎች ፊልም ማግኘት ይችላል?
3069,5,Request,ሰራተኛው እድል ማግኘት ይችላል?
3070,2,Phatic,መልካም ጊዜ ይሁንልህ ትናንት።
3071,3,Promise,በቀን ሐኪሙ ሙያ ታመጣለች።
3072,0,Assertion,ከዚህ በፊት ነጋዴዎች ትምህርት ቤት ነበር።
3073,0,Assertion,ልጆች ብር አለው።
3074,0,Assertion,እሷ መረጃ አደገኛ አለ።
3075,6,Sarcasm/Irony,ጓደኛዬ በጣም ብልህ ነው፣ አልሳሳም... (በአስቂኝ)።
3076,3,Promise,ነገ አባቶች ድል ያመጣል።
3077,3,Promise,በማለዳ ጎረቤቴ ደስታ ታመጣለች።
3078,5,Request,ልጄ ዜና ማግኘት ይችላል?
3079,5,Request,ልጄ ፕሮጀክት ማግኘት ይችላል?
3080,0,Assertion,ሰራተኛው ከዚህ በፊት ፓርክ ይገኛል።
3081,8,Warning,ተጠንቀቅ! መጽሐፍ ንጹህ ነው።
3082,4,Refusal,ይህን ጉዞ ማድረግ አልችልም።
3083,3,Promise,አሁን ወንድሜ ኮምፒውተር ታመጣለች።
3084,5,Request,ከፈቀድሽ ዜና ውሰድ።
3085,4,Refusal,አባቴ ሙዚቃ አይፈልግም።
3086,5,Request,እባክዎ ንግግር ያድርጉልኝ።
3087,0,Assertion,ሰራተኛው አገልግሎት አዲስ አሉ።
3088,3,Promise,እኔ ፊልም አላረሳም።
3089,1,Complaint,ተማሪው ከ ደስታ ጋር ችግር አለው።
3090,1,Complaint,ወንድሞች ስለ ቁልፍ ቅሬታ አለው።
3091,5,Request,እባክህ መፍትሄ አስረዳኝ።
3092,6,Sarcasm/Irony,እርግጥ ነው፣ መጽሐፍ በጣም አዲስ ነው... (በቀልድ)።
3093,7,Suggestion,ወጣቶች ገንዘብ ቢጠቀም ይሻላል።
3094,3,Promise,ዛሬ እኔ ምግብ ቤት ያመጣል።
3095,4,Refusal,እኔ ምግብ ቤት አልቀበልም።
3096,0,Assertion,ነገ ደንበኞች መስሪያ ቤት ነበር።
3097,6,Sarcasm/Irony,እርግጥ ነው፣ ከዚህ በፊት ሁሉም ደስተኛ ነው... (በአስቂኝ)።
3098,4,Refusal,እሱ ዜና አይፈልግም።
3099,0,Assertion,ይህ ፕሮጀክት ቀላል መሆኑን እረጋገጣለሁ።
3100,6,Sarcasm/Irony,አዎ ዳኛው በጣም ፈጣን ነው... (በቀልድ)።
3101,1,Complaint,ከዚህ በኋላ ጓደኛዬ ሆቴል አላገኘም።
3102,5,Request,እናንተ ሽልማት ማግኘት ይችላል?
3103,6,Sarcasm/Irony,አዎ፣ ሆስፒታል በጣም ምቹ ነው... (በአስቂኝ)።
3104,4,Refusal,አስተናጋጁ ስራ አይፈልግም።
3105,4,Refusal,አይ፣ ጉብኝት አልችልም።
3106,2,Phatic,እግዚአብሔር ከአንተ ጋር ይሁን በማለዳ።
3107,7,Suggestion,ሰራተኛው ጤና ቢያደርግ ይሻላል።
3108,2,Phatic,እንዴት አለፍክ ከ ከተማ አለቃዬ?
3109,0,Assertion,እውነቱን ለመናገር ክፍያ ውድ ነው።
3110,4,Refusal,አለቃዬ ደስታ አይፈልግም።
3111,5,Request,ከፈቀድክ መንገድ ውሰድ።
3112,0,Assertion,እውነቱን ለመናገር ክፍያ ንጹህ ነው።
3113,6,Sarcasm/Irony,እንዴት ሀሳብ በጣም ቀላል ነው! (በተቃራኒ)።
3114,1,Complaint,ለምን ገበሬዎች ትምህርት አልሰጠኝም?
3115,3,Promise,በእርግጥ ዕረፍት አደርጋለሁ።
3116,2,Phatic,ደስ ብሎኛል ስላየሁህ ሰራተኛው።
3117,3,Promise,እኔ ቦታ አላረሳም።
3118,2,Phatic,መልካም ጊዜ ይሁንልህ ልጆች።
3119,1,Complaint,ይህ ፈቃድ በጣም ጥሩ ነው፣ አልወድም።
3120,5,Request,ሁሉም ስራ ማግኘት ይችላል?
3121,6,Sarcasm/Irony,በጣም ደስ የሚል ነው፣ ማንም አያውቅም... (በሳቅ)።
3122,6,Sarcasm/Irony,በጣም መጥፎ ነው፣ ምንም አደጋ የለም... (በሳቅ)።
3123,0,Assertion,ይህ ችግር አሮጌ መሆኑን እረጋገጣለሁ።
3124,0,Assertion,ይህ ፊልም ደስ የሚል መሆኑን እረጋገጣለሁ።
3125,5,Request,ልጆች ምክር ማግኘት ይችላል?
3126,2,Phatic,ደህና እንደምትሆን ከ ገበያ ተስፋ አደርጋለሁ።
3127,5,Request,እባክህ ጉብኝት አስረዳኝ።
3128,3,Promise,ልጄ ከዚህ በፊት ይመጣል ብሎ ቃል ገብቷል።
3129,8,Warning,ወጣቱ ኮንትራት አትንካ።
3130,0,Assertion,ማንም ሽልማት ከባድ ይመስላል።
3131,8,Warning,አንተ አገልግሎት አትንካ።
3132,7,Suggestion,ይህን መንገድ መሞከር ጥሩ ነው።
3133,0,Assertion,እውነቱን ለመናገር ቅጣት ጥሩ ነው።
3134,8,Warning,ልጆች ቅጣት አትንካ።
3135,3,Promise,በማታ እነሱ አገልግሎት ያመጣል።
3136,5,Request,እሷ ቁልፍ ማግኘት ይችላል?
3137,0,Assertion,ቅጣት ደህንነቱ የተጠበቀ ነው።
3138,4,Refusal,ቁልፍ አልፈልግም፣ አመሰግናለሁ።
3139,5,Request,እባክሽ አገልግሎት ስጠኝ።
3140,2,Phatic,እንኳን ለልደትሽ አደረሰ ገበሬዎች።
3141,7,Suggestion,ወጣቱ ቁልፍ ቢጠቀም ይሻላል።
3142,1,Complaint,ለምን ነጋዴዎች ብር አልሰጠኝም?
3143,5,Request,እነሱ ዜና ማግኘት ይችላል?
3144,6,Sarcasm/Irony,እኛ በጣም ብልህ ነው፣ አልሳሳም... (በአስቂኝ)።
3145,1,Complaint,ሁልጊዜ ቦታ ይጎድላል።
3146,4,Refusal,ልጄ ፕሮጀክት አይፈልግም።
3147,5,Request,ጓደኛዬ ፈቃድ ማግኘት ይችላል?
3148,0,Assertion,በማታ ነጋዴዎች ሐረር ነበር።
3149,8,Warning,እህቴ እርዳታ አትንካ።
3150,8,Warning,ተማሪዎች ፈቃድ አትንካ።
3151,7,Suggestion,ገበሬዎች ምግብ ቢጠቀም ይሻላል።
3152,6,Sarcasm/Irony,እንዴት አዲስ ነው! (በአስቂኝ መንገድ)።
3153,5,Request,ማንም መኪና ማግኘት ይችላል?
3154,3,Promise,ቃል እገባለሁ ገንዘብ እንደሚሆን።
3155,1,Complaint,በወር ደንበኞች ጉብኝት አላገኘም።
3156,7,Suggestion,ማንም ድልድይ ቢያደርግ ይሻላል።
3157,1,Complaint,ይህ ዕረፍት በጣም አስደሳች ነው፣ አልወድም።
3158,6,Sarcasm/Irony,እርግጥ፣ በማለዳ ይሆናል... (በአስቂኝ)።
3159,3,Promise,በቀን ልጄ ጉብኝት ታመጣለች።
3160,7,Suggestion,ጓደኞች ምግብ ቤት ቢጠቀም ይሻላል።
3161,2,Phatic,ደስ ብሎኛል ስለተገናኘን ከ መንገድ።
3162,7,Suggestion,አንዳንድ ሰዎች ንግግር ቢጠቀም ይሻላል።
3163,4,Refusal,አለቃዬ ቦታ አይፈልግም።
3164,1,Complaint,በወር አስተማሪው እቅድ አላገኘም።
3165,3,Promise,በሳምንት ሹፌሩ ውሳኔ ታመጣለች።
3166,7,Suggestion,ምናልባት ሙዚቃ ማድረግ ይሻላል።
3167,8,Warning,መንደር አትግባ፣ አደገኛ ነው።
3168,3,Promise,አትጨነቅ፣ ኮንትራት እከፍላለሁ።
3169,5,Request,ሐኪሙ ስልክ ማግኘት ይችላል?
3170,8,Warning,ሰራተኞች ኮምፒውተር አትንካ።
3171,8,Warning,ይህን ፈቃድ አታድርግ።
3172,5,Request,እርዳኝ ውሳኔ ለማግኘት።
3173,2,Phatic,ቤተሰብሽ ደህና ናቸው አስተናጋጁ?
3174,7,Suggestion,ወንዶች ዕድል ቢያደርግ ይሻላል።
3175,6,Sarcasm/Irony,እንዴት ያለ ገንዘብ ነው! (በቀልድ)።
3176,8,Warning,ተጠንቀቅ! መኪና ጥሩ ነው።
3177,8,Warning,ተጠንቀቅ! መድሃኒት ደስ የሚል ነው።
3178,0,Assertion,ታካሚዎች በወር ጎንደር ይገኛል።
3179,3,Promise,በፍጥነት ፖሊሱ መኪና ያመጣል።
3180,3,Promise,አትጨነቅ፣ ደብዳቤ እከፍላለሁ።
3181,2,Phatic,እንኳን ደህና መጣሽ ከ ጎንደር።
3182,0,Assertion,ሰራተኛው ምግብ ደህንነቱ የተጠበቀ ናቸው።
3183,8,Warning,ተጠንቀቅ፣ ሁሉም ይመጣል።
3184,7,Suggestion,ማንም ሽልማት ቢጠቀም ይሻላል።
3185,0,Assertion,አባቴ ከዚህ በፊት አዲስ አበባ ይገኛል።
3186,8,Warning,ታካሚዎች ስልጠና አትንካ።
3187,7,Suggestion,ምናልባት ትልቅ ስራ መግዛት?
3188,6,Sarcasm/Irony,እንዴት እህቴ በጣም ፈጣን ነው! (በአስቂኝ)።
3189,4,Refusal,ፊልም አልፈልግም፣ አመሰግናለሁ።
3190,3,Promise,አንተ በፍጥነት ትመጣለች ብሎ ቃል ገብቷል።
3191,2,Phatic,መልካም በቀን ወንድሜ።
3192,8,Warning,እሷ ሙያ አትንካ።
3193,3,Promise,እኔ እድል እሰጥሻለሁ።
3194,3,Promise,ከዚህ በፊት ብዙ ሰዎች ስራ ታመጣለች።
3195,1,Complaint,ወጣቶች ትምህርት ስለ ፈጣን መሆኑ ያማርራል።
3196,6,Sarcasm/Irony,አዎ፣ ዕረፍት በጣም አስፈላጊ ነው... (በተቃራኒ)።
3197,5,Request,እህቶች ቤት ማግኘት ይችላል?
3198,6,Sarcasm/Irony,አዎ፣ ፊልም በጣም ጥሩ ጥራት አለው... (በአስቂኝ)።
3199,5,Request,ወንድሞች ሰላም ማግኘት ይችላል?
3200,2,Phatic,ደስ ብሎኛል ስላየሁሽ ተማሪዎች።
3201,5,Request,ተማሪዎች ቦታ ማግኘት ይችላል?
3202,1,Complaint,እህቴ ትምህርት ስለ አስደሳች መሆኑ ያማርራል።
3203,1,Complaint,ይህ ቁልፍ በጣም ደስ የሚል ነው፣ አልወድም።
3204,6,Sarcasm/Irony,አዎ እሷ በጣም ፈጣን ነው... (በቀልድ)።
3205,3,Promise,ከዚህ በፊት አዛውንቱ ሀሳብ ታመጣለች።
3206,1,Complaint,አስተናጋጁ ስለ ደስታ ቅሬታ አለው።
3207,7,Suggestion,እንዴት ቢሆን እረፍት ብናደርግ?
3208,2,Phatic,መልካም ከዚህ በኋላ ማንም።
3209,3,Promise,አሁን ገበሬዎች መጽሔት ያመጣል።
3210,2,Phatic,እንኳን ደህና መጣሽ እኛ።
3211,3,Promise,ዛሬ ሐኪሙ ስልጠና ያመጣል።
3212,8,Warning,ልጆች ኮምፒውተር አትንካ።
3213,3,Promise,በወር እናንተ ስልክ ታመጣለች።
3214,6,Sarcasm/Irony,አዎ፣ ይህ ፈቃድ በጣም ጠቃሚ ነው... (በሳቅ)።
3215,4,Refusal,ተማሪዎች መጽሔት አይፈልግም።
3216,0,Assertion,ይህ ጤና አዲስ መሆኑን እረጋገጣለሁ።
3217,8,Warning,ተጠንቀቅ! ዕድል ደህንነቱ የተጠበቀ ነው።
3218,8,Warning,እኔ እቅድ አትንካ።
3219,4,Refusal,ይህን ምግብ ማድረግ አልችልም።
3220,7,Suggestion,እህቴ ዜና ቢጠቀም ይሻላል።
3221,8,Warning,እህቶች ቦታ አትንካ።
3222,4,Refusal,እንግዶች ስልጠና አይፈልግም።
3223,4,Refusal,ወጣቶች ብር አይፈልግም።
3224,6,Sarcasm/Irony,በጣም ንጹህ ነው፣ ማንም አያውቅም... (በሳቅ)።
3225,3,Promise,በማታ ባለሙያው ኮምፒውተር ያመጣል።
3226,6,Sarcasm/Irony,እንዴት ርካሽ ሁኔታ ነው! (በቀልድ)።
3227,6,Sarcasm/Irony,ይህ በጣም ያሳዝናል ሀሳብ ነው... (በሳቅ)።
3228,7,Suggestion,ምናልባት አዲስ መጽሐፍ መግዛት?
3229,3,Promise,በሰዓት እህቴ እርዳታ ታመጣለች።
3230,3,Promise,በቅርቡ አባቶች እድል ያመጣል።
3231,7,Suggestion,ምናልባት አስፈላጊ ዜና መግዛት?
3232,3,Promise,እኔ ድል እሰጥሃለሁ።
3233,7,Suggestion,ወንድሜ ሽልማት ቢያደርግ ይሻላል።
3234,7,Suggestion,አስተናጋጁ ፊልም ቢጠቀም ይሻላል።
3235,0,Assertion,እኔ ውሃ እንደሚያስፈልግ አውቃለሁ።
3236,3,Promise,አዛውንቱ ከዚህ በፊት ትመጣለች ብሎ ቃል ገብቷል።
3237,3,Promise,ጎረቤቴ በቀን ትመጣለች ብሎ ቃል ገብቷል።
3238,7,Suggestion,ምናልባት ደህንነቱ የተጠበቀ ሰላም መግዛት?
3239,4,Refusal,አንቺ ትምህርት አይፈልግም።
3240,8,Warning,ገበሬዎች ጉዞ አትንካ።
3241,3,Promise,አለቆች አሁን ትመጣለች ብሎ ቃል ገብቷል።
3242,4,Refusal,ገበሬዎች ፈቃድ አይፈልግም።
3243,5,Request,አለቆች አገልግሎት ማግኘት ይችላል?
3244,7,Suggestion,ምናልባት ያሳዝናል ጊዜ መግዛት?
3245,0,Assertion,ይህ እቅድ ንጹህ መሆኑን እረጋገጣለሁ።
3246,0,Assertion,በሰዓት ወዳጄ አዲስ አበባ ነበር።
3247,4,Refusal,ይቅርታ፣ ፕሮጀክት አልሰጥም።
3248,3,Promise,አትጨነቅ፣ መድሃኒት እከፍላለሁ።
3249,3,Promise,ዛሬ አስተናጋጁ ደብዳቤ ታመጣለች።
3250,7,Suggestion,ምናልባት ደህንነቱ የተጠበቀ ስብሰባ መግዛት?
3251,1,Complaint,ሐኪሙ ጨዋታ ስለ ከባድ መሆኑ ያማርራል።
3252,6,Sarcasm/Irony,እንዴት ያለ ጥሩ ሀሳብ ነው! (በተቃራኒ)።
3253,1,Complaint,ወዳጄ ስለ ቅጣት ቅሬታ አለው።
3254,4,Refusal,ተማሪዎች ስልጠና አይፈልግም።
3255,0,Assertion,ሰራተኛው ነው ብዙ ጊዜ።
3256,6,Sarcasm/Irony,እንዴት ምግብ በጣም ቀላል ነው! (በተቃራኒ)።
3257,8,Warning,ተጠንቀቅ! ሙያ ቀላል ነው።
3258,7,Suggestion,ወዳጄ ደብዳቤ ቢያደርግ ይሻላል።
3259,3,Promise,ከዚህ በኋላ ሹፌሩ ኮምፒውተር ያመጣል።
3260,0,Assertion,ይህ ብር ደስ የሚል መሆኑን እረጋገጣለሁ።
3261,1,Complaint,በጊዜው ገበሬዎች እድል አላገኘም።
3262,0,Assertion,ጤና በጣም አስፈላጊ ነው።
3263,1,Complaint,አንዳንድ ሰዎች ስለ ጉዞ ቅሬታ አለው።
3264,3,Promise,አትጨነቅ፣ ውሳኔ እከፍላለሁ።
3265,7,Suggestion,እኔ ቦታ እንድታደርግ እመክራለሁ።
3266,6,Sarcasm/Irony,እርግጥ፣ አዛውንቱ በጣም ታማኝ ነው... (በአስቂኝ)።
3267,1,Complaint,ባለሙያው ስልክ ስለ ደስ የሚል መሆኑ ያማርራል።
3268,3,Promise,አንተ በማለዳ ትመጣለች ብሎ ቃል ገብቷል።
3269,7,Suggestion,እነሱ ሰላም ቢጠቀም ይሻላል።
3270,1,Complaint,ሁልጊዜ ዕድል ይጎድላል።
3271,7,Suggestion,ምናልባት አዲስ ገንዘብ መግዛት?
3272,1,Complaint,ለምን ሽልማት እንዲህ ደህንነቱ የተጠበቀ ነው?
3273,7,Suggestion,እህቶች ቦታ ቢያደርግ ይሻላል።
3274,5,Request,ጓደኛዬ ወረቀት ማግኘት ይችላል?
3275,8,Warning,ፖሊሱ ምክር አትንካ።
3276,6,Sarcasm/Irony,ሁሉም ሰው ህንፃ ይወዳል... (በአስቂኝ)።
3277,4,Refusal,አንቺ ፊልም አይፈልግም።
3278,3,Promise,በማለዳ ወንድሞች ሙዚቃ ያመጣል።
3279,8,Warning,ባለሙያው ሙያ አትንካ።
3280,5,Request,አንዳንድ ሰዎች ብር ማግኘት ይችላል?
3281,8,Warning,አስተማሪው ድል አትንካ።
3282,0,Assertion,በሳምንት እሱ አዲስ አበባ ነበር።
3283,7,Suggestion,ማንም ንግግር ቢያደርግ ይሻላል።
3284,1,Complaint,ከዚህ በፊት ጓደኞች መድሃኒት አላገኘም።
3285,7,Suggestion,እኔ ሙዚቃ እንድታደርግ እመክራለሁ።
3286,8,Warning,ይህ ኮንትራት አደገኛ ነው።
3287,2,Phatic,መልካም ጊዜ ይሁንልህ በጊዜው።
3288,3,Promise,ወጣቱ ትናንት ትመጣለች ብሎ ቃል ገብቷል።
3289,4,Refusal,እኔ ጉብኝት አይፈልግም።
3290,2,Phatic,ደህና ቀን ይሁንልሽ ደንበኞች።
3291,1,Complaint,ብዙ ሰዎች ስለ ቦታ ቅሬታ አለው።
3292,7,Suggestion,እንዴት ቢሆን ትምህርት ብናደርግ?
3293,1,Complaint,ለምን እህቶች ሙያ አልሰጠኝም?
3294,2,Phatic,መልካም ጉዞ ወዳጄ።
3295,3,Promise,ጓደኞች ነገ ይመጣል ብሎ ቃል ገብቷል።
3296,0,Assertion,ታካሚዎች ችግር አላት።
3297,6,Sarcasm/Irony,አዎ፣ ስራ በጣም ጥሩ ጥራት አለው... (በአስቂኝ)።
3298,4,Refusal,ይህን ጊዜ ማድረግ አልችልም።
3299,6,Sarcasm/Irony,አዎ፣ በወር ሁሉም ዝግጁ ነው... (በተቃራኒ)።
3300,1,Complaint,አዛውንቱ ምግብ ቤት ስለ ደስ የሚል መሆኑ ያማርራል።
3301,0,Assertion,እውነቱን ለመናገር ደብዳቤ አደገኛ ነው።
3302,1,Complaint,ጎረቤቴ ከ ድልድይ ጋር ችግር አለው።
3303,5,Request,ፖሊሱ ምግብ ቤት ማግኘት ይችላል?
3304,2,Phatic,ጤናማ ቀን ከ ሆስፒታል።
3305,5,Request,እባክህ ጨዋታ ስጠኝ።
3306,1,Complaint,ይህ ስብሰባ በጣም ከባድ ነው፣ አልወድም።
3307,3,Promise,አዛውንቱ በማታ ይመጣል ብሎ ቃል ገብቷል።
3308,3,Promise,አሁን ልጄ ጊዜ ታመጣለች።
3309,4,Refusal,ሁሉም ውሃ አይፈልግም።
3310,3,Promise,ቃል እገባለሁ ጉዞ እንደሚሆን።
3311,2,Phatic,ጤናማ ቀን ይሁንልህ ዛሬ።
3312,0,Assertion,አባቴ ይታወቃል ብዙ ጊዜ።
3313,6,Sarcasm/Irony,ሰራተኞች በጣም ታማኝ ነው፣ አይዋሽም... (በተቃራኒ)።
3314,4,Refusal,ሙያ አልፈልግም፣ አመሰግናለሁ።
3315,0,Assertion,ዛሬ አዛውንቱ ቤተ ክርስቲያን ነበር።
3316,1,Complaint,ለምን ሰራተኛው ሙያ አልሰጠኝም?
3317,6,Sarcasm/Irony,እርግጥ፣ ዛሬ ይሆናል... (በአስቂኝ)።
3318,7,Suggestion,አስተማሪው መንገድ ቢጠቀም ይሻላል።
3319,2,Phatic,እግዚአብሔር ይባርክሽ ከዚህ በኋላ።
3320,6,Sarcasm/Irony,እርግጥ ነው፣ በጊዜው ሁሉም ይሳካል... (በተቃራኒ)።
3321,4,Refusal,እኔ ፊልም አይፈልግም።
3322,1,Complaint,ለምን ወረቀት እንዲህ ከባድ ነው?
3323,0,Assertion,ይህ እድል አዲስ መሆኑን እረጋገጣለሁ።
3324,8,Warning,ተጠንቀቅ! ስልጠና አሮጌ ነው።
3325,4,Refusal,እኔ ገንዘብ አልቀበልም።
3326,1,Complaint,መንገድ አልሰራም፣ ችግር አለ።
3327,2,Phatic,ጤናማ ሳምንት ይሁንልሽ ወንዶች።
3328,7,Suggestion,ወንድሜ ህንፃ ቢጠቀም ይሻላል።
3329,6,Sarcasm/Irony,ኮንትራት በጣም ውድ ነው፣ ግን ዋጋው አለው... (በቀልድ)።
3330,6,Sarcasm/Irony,ልጆች በጣም ታማኝ ነው፣ አይዋሽም... (በተቃራኒ)።
3331,8,Warning,ተጠንቀቅ! ቅጣት አሮጌ ነው።
3332,2,Phatic,እንዴት ነው ስራህ አዛውንቶች?
3333,5,Request,ብዙ ሰዎች ድልድይ ማግኘት ይችላል?
3334,8,Warning,አንተ እድል አትንካ።
3335,3,Promise,በሳምንት ወንድሜ መድሃኒት ታመጣለች።
3336,0,Assertion,ጓደኞች ይታወቃል ብዙ ጊዜ።
3337,6,Sarcasm/Irony,ሁሉም ነገር በጣም ቀላል ነው... (በተቃራኒ)።
3338,3,Promise,አትጨነቅ፣ ገንዘብ እከፍላለሁ።
3339,6,Sarcasm/Irony,አዎ፣ ይህ ርካሽ ሀሳብ ነው... (በሳቅ)።
3340,5,Request,እናቶች ሙያ ማግኘት ይችላል?
3341,8,Warning,ይህ መፍትሄ አደገኛ ነው።
3342,6,Sarcasm/Irony,እርግጥ፣ ከዚህ በፊት ይሆናል... (በአስቂኝ)።
3343,7,Suggestion,ወንዶች ሆቴል ቢያደርግ ይሻላል።
3344,3,Promise,አለቆች በማለዳ ይመጣል ብሎ ቃል ገብቷል።
3345,2,Phatic,እንኳን ለልደትሽ አደረሰ አባቶች።
3346,2,Phatic,ሰላምታ ከ መንደር ሹፌሩ።
3347,6,Sarcasm/Irony,ሁሉም ሰው ኮምፒውተር ይወዳል... (በአስቂኝ)።
3348,6,Sarcasm/Irony,አዎ ሁሉም በጣም ፈጣን ነው... (በቀልድ)።
3349,4,Refusal,ባለቤቴ ሆቴል አይፈልግም።
3350,1,Complaint,ለምን ሐኪሙ ምግብ ቤት አልሰጠኝም?
3351,0,Assertion,ከዚህ በኋላ እነሱ ፓርክ ነበር።
3352,0,Assertion,ሰራተኞች ትምህርት አላት።
3353,2,Phatic,በጣም ደስ ብሎኛል ስለተገናኘን በሳምንት።
3354,4,Refusal,ይቅርታ፣ ትምህርት አልሰጥም።
3355,4,Refusal,እናቶች ጉዞ አይፈልግም።
3356,1,Complaint,እሷ ከ ክፍያ ጋር ችግር አለው።
3357,5,Request,ሁሉም መኪና ማግኘት ይችላል?
3358,7,Suggestion,እናቴ ሽልማት ቢጠቀም ይሻላል።
3359,0,Assertion,ሐኪሙ ዜና አስፈላጊ ይመስላል።
3360,5,Request,ወንድሞች አገልግሎት ማግኘት ይችላል?
3361,2,Phatic,እንዴት ነው ቤተሰብህ ወጣቶች?
3362,4,Refusal,ጓደኛዬ ጨዋታ አይፈልግም።
3363,3,Promise,እንግዶች በቀን ትመጣለች ብሎ ቃል ገብቷል።
3364,0,Assertion,ደስታ በጣም ደህንነቱ የተጠበቀ ነው።
3365,3,Promise,ሁሉም በማለዳ ይመጣል ብሎ ቃል ገብቷል።
3366,2,Phatic,በጣም ደስ ብሎኛል ብዙ ሰዎች።
3367,5,Request,አንቺ እድል ማግኘት ይችላል?
3368,1,Complaint,ለምን ዕረፍት እንዲህ ውድ ነው?
3369,3,Promise,በወር አዛውንቶች ስራ ታመጣለች።
3370,6,Sarcasm/Irony,ይህ በጣም ርካሽ ሀሳብ ነው... (በሳቅ)።
3371,0,Assertion,እህቴ ሽልማት አላት።
3372,3,Promise,በእርግጠኝነት ፓርክ እገኛለሁ።
3373,1,Complaint,በሰዓት አባቴ ቁልፍ አላገኘም።
3374,5,Request,እኔ ዕድል ማግኘት ይችላል?
3375,8,Warning,ተጠንቀቅ! ምግብ ውድ ነው።
3376,5,Request,እሷ ሙዚቃ ማግኘት ይችላል?
3377,6,Sarcasm/Irony,እርግጥ ነው፣ ሙያ በጣም ርካሽ ነው... (በአስቂኝ)።
3378,3,Promise,በሰዓት አለቆች ሽልማት ታመጣለች።
3379,6,Sarcasm/Irony,እንዴት ትንሽ ፈቃድ ነው! (በቀልድ)።
3380,7,Suggestion,ባለቤቴ ክፍያ ቢያደርግ ይሻላል።
3381,8,Warning,አደጋ አለ! ደብዳቤ ተጠንቀቅ።
3382,3,Promise,እኔ ቁልፍ አላረሳም።
3383,7,Suggestion,ሁሉም ክፍያ ቢጠቀም ይሻላል።
3384,4,Refusal,አዛውንቱ ቅጣት አይፈልግም።
