id,text,label,label_id,template_id,split
2745,ውሳኔውን አሁን አሳውቃለሁ።,Promise,8,Promise_11,train
2746,እባክዎ ሪፖርቱን በዚህ አመት ይላኩልኝ።,Request,0,Request_10,test
2747,እባክዎ መጽሐፉን በቅርቡ ይላኩልኝ።,Request,0,Request_14,train
2748,እንደሚመስለኝ ስጦታውን በቅርቡ ማምጣት ይሻላል።,Suggestion,3,Suggestion_10,train
2749,ሀሳቤ ውሉን በፍጥነት መፈረም ነው።,Suggestion,3,Suggestion_05,test
2750,እንደኔ ሀሳብ መጽሐፉን በዚህ አመት ማንበብ ይሻላል።,Suggestion,3,Suggestion_13,train
2751,እንዴት ነሽ?,Phatic,7,Phatic_05,test
2752,እርግጥ ነው፣ ትዕዛዙ ዛሬ ማታ ተጠናቀቀ... በጣም ፈጣን!,Sarcasm/Irony,5,Sarcasm/Irony_01,train
2753,እባክዎ መረጃውን አሁን ይላኩልኝ።,Request,0,Request_07,test
2754,ማስጠንቀቂያ፣ ውሳኔውን በሚቀጥለው ሳምንት ካላሳወቅክ ችግር ይፈጥራል።,Warning,4,Warning_11,val
2755,ይቅርታ፣ ለጓደኛችን መላክ አልችልም።,Refusal,2,Refusal_05,train
2756,መጽሐፉ በዚህ ሳምንት ደረሰ።,Assertion,1,Assertion_11,train
2757,ክፍያው በዚህ ወር አልተከፈለም።,Complaint,6,Complaint_03,train
2758,አልችልም፣ ምግቡን በሚቀጥለው ሳምንት ማዘጋጀት አልቻልኩም።,Refusal,2,Refusal_12,train
2759,የስራው ችግር ከሰኞ ጀምሮ አልተፈታም።,Complaint,6,Complaint_02,train
2760,እንደሚመስለኝ ስጦታውን ነገ ማታ ማምጣት ይሻላል።,Suggestion,3,Suggestion_10,train
2761,አዎ፣ ቦታው ነፃ ነው... በጣም ምቹ!,Sarcasm/Irony,5,Sarcasm/Irony_08,train
2762,ሰላም፣ እንዴት ነህ?,Phatic,7,Phatic_01,test
2763,ሪፖርቱን ነገ ማታ አቀርባለሁ።,Promise,8,Promise_05,val
2764,ስራው ዛሬ ተጀምሯል።,Assertion,1,Assertion_13,train
2765,ቦታው ነፃ ነው።,Assertion,1,Assertion_10,train
2766,አይ፣ መጽሐፉን ማበደር አልችልም።,Refusal,2,Refusal_13,train
2767,እባክሽ ደብዳቤውን ዛሬ ጠዋት አምጪልኝ።,Request,0,Request_09,test
2768,ምክሬ ቦታውን አሁን ማስያዝ ነው።,Suggestion,3,Suggestion_09,test
2769,ሪፖርቱ ነገ ጠዋት አልቀረበም።,Complaint,6,Complaint_05,train
2770,ተጠንቀቅ፣ ለአለቃዬ ካልደወልክ ችግር ይፈጥራል።,Warning,4,Warning_12,train
2771,ውሉ በዚህ አመት ተፈርሟል።,Assertion,1,Assertion_07,train
2772,እርግጥ ነው፣ ምግቡ ዝግጁ ነው... በጣም ጣፋጭ!,Sarcasm/Irony,5,Sarcasm/Irony_09,train
2773,ነጋዴው፣ ስራ በሆቴል እንዴት ነው?,Phatic,7,Phatic_00,val
2774,መጽሐፉ በሚቀጥለው ቀን አልደረሰኝም።,Complaint,6,Complaint_09,train
2775,ሀሳቤ መረጃውን ለጓደኛዋ ማጋራት ነው።,Suggestion,3,Suggestion_11,train
2776,እንዴት ነሽ?,Phatic,7,Phatic_05,train
2777,ይቅርታ፣ ለጓደኛችን መላክ አልችልም።,Refusal,2,Refusal_05,train
2778,አልፈልግም፣ ቦታውን ማስያዝ አልችልም።,Refusal,2,Refusal_09,train
2779,እንደኔ ሀሳብ ሪፖርቱን በሚቀጥለው ቀን ማቅረብ ይሻላል።,Suggestion,3,Suggestion_07,test
2780,እርግጥ ነው፣ ሪፖርቱ ዝግጁ ነው... በጣም ፈጣን!,Sarcasm/Irony,5,Sarcasm/Irony_05,train
2781,ሰላም ነው?,Phatic,7,Phatic_04,train
2782,አዎ፣ ውሉ ተፈርሟል... በጣም ቀላል ነበር!,Sarcasm/Irony,5,Sarcasm/Irony_04,val
2783,ተጠንቀቅ፣ ስጦታውን ነገ ጠዋት ካላመጣህ ችግር ይፈጥራል።,Warning,4,Warning_06,train
2784,የሸቀጡ ችግር ከምሽቱ ጀምሮ ከጓደኛችን ጋር እፈታለሁ።,Assertion,1,Assertion_00,train
2785,ውሉን በዚህ ወር እፈርማለሁ።,Promise,8,Promise_04,train
2786,እርግጥ ነው፣ ክፍያው ተከፍሏል... በጣም ቀላል!,Sarcasm/Irony,5,Sarcasm/Irony_03,train
2787,ስራው ዛሬ አልተጠናቀቀም።,Complaint,6,Complaint_12,train
2788,አይ፣ አሁን ደብዳቤው ማድረግ አልችልም።,Refusal,2,Refusal_01,train
2789,አዎ፣ ቦታው ነፃ ነው... በጣም ምቹ!,Sarcasm/Irony,5,Sarcasm/Irony_08,train
2790,ለአጋሬ በሚቀጥለው ሳምንት እደውላለሁ።,Promise,8,Promise_10,train
2791,የትዕዛዙ ችግር ከዛሬ ጀምሮ ከደንበኛው ጋር እፈታለሁ።,Promise,8,Promise_00,test
2792,እርግጥ ነው፣ መጽሐፉ ጥሩ ነው... በጣም ጥሩ!,Sarcasm/Irony,5,Sarcasm/Irony_13,train
2793,አይ፣ መጽሐፉን ማበደር አልችልም።,Refusal,2,Refusal_13,train
2794,ስጦታውን በዚህ አመት አደርሳለሁ።,Promise,8,Promise_01,train
2795,ሀሳቤ መረጃውን ለአስተዳዳሪው ማጋራት ነው።,Suggestion,3,Suggestion_11,train
2796,ሀሳቤ መረጃውን ለፖሊሱ ማጋራት ነው።,Suggestion,3,Suggestion_11,train
2797,ሪፖርቱ ዝግጁ ነው።,Assertion,1,Assertion_08,test
2798,ውሉ ነገ ማታ ተፈርሟል።,Assertion,1,Assertion_07,train
2799,እባክዎ መረጃውን ነገ ጠዋት ይላኩልኝ።,Request,0,Request_07,train
2800,አዎ፣ ስራው ተጠናቀቀ... በጣም ፈጣን!,Sarcasm/Irony,5,Sarcasm/Irony_12,train
2801,ጤና ይስጥልኝ፣ ዛሬ እንዴት ነው?,Phatic,7,Phatic_13,train
2802,ነጋዴው፣ ዛሬ እንዴት ነው?,Phatic,7,Phatic_07,train
2803,መጽሐፉን ዛሬ አመልሳለሁ።,Promise,8,Promise_09,train
2804,የጓደኛዬ አገልግሎት መጥፎ ነው።,Complaint,6,Complaint_10,train
2805,ክፍያው በሚቀጥለው ሳምንት አልተከፈለም።,Complaint,6,Complaint_03,test
2806,እንዴት ነህ ጓደኛ?,Phatic,7,Phatic_12,train
2807,ጤና ይስጥልኝ፣ ጓደኛዬ እንዴት ነው?,Phatic,7,Phatic_10,train
2808,እባክዎ መረጃውን በዚህ አመት ይላኩልኝ።,Request,0,Request_07,train
2809,አልችልም፣ ውሉን ነገ ጠዋት ማድረስ አልቻልኩም።,Refusal,2,Refusal_00,train
2810,ውሉን ነገ ማታ እፈርማለሁ።,Promise,8,Promise_04,train
2811,ሪፖርቱን በቅርቡ አቀርባለሁ።,Promise,8,Promise_05,train
2812,የመልእክቱ ችግርን ነገ ማታ እፈታለሁ።,Promise,8,Promise_14,train
2813,እንደምን አደረሽ?,Phatic,7,Phatic_09,test
2814,ጤና ይስጥልኝ፣ ዛሬ እንዴት ነው?,Phatic,7,Phatic_13,val
2815,ይቅርታ፣ ለባልደረባዬ መላክ አልችልም።,Refusal,2,Refusal_05,train
2816,እባክሽ ኮንትራቱን ነገ አምጪልኝ።,Request,0,Request_01,train
2817,የትዕዛዙ ችግር ከባለፈው ሳምንት ጀምሮ ከአጋሬ ጋር እፈታለሁ።,Promise,8,Promise_00,train
2818,መረጃው በሚቀጥለው ሳምንት አልደረሰኝም።,Complaint,6,Complaint_06,train
2819,ምናልባት ለአስተዳዳሪው መደወል ይሻላል።,Suggestion,3,Suggestion_06,train
2820,የትዕዛዙ ችግር ከጠዋቱ ጀምሮ ከሰራተኛው ጋር እፈታለሁ።,Promise,8,Promise_00,train
2821,እንደሚመስለኝ ትዕዛዙን በዚህ አመት ማጠናቀቅ ይሻላል።,Suggestion,3,Suggestion_04,test
2822,ይቅርታ፣ ውሳኔውን በቅርቡ ማሳወቅ አልችልም።,Refusal,2,Refusal_14,train
2823,ሪፖርቱ ዝግጁ ነው።,Assertion,1,Assertion_08,train
2824,አልፈልግም፣ ቦታውን ማስያዝ አልችልም።,Refusal,2,Refusal_09,train
2825,ስራው አሁን አልተጠናቀቀም።,Complaint,6,Complaint_12,train
2826,ተጠንቀቅ፣ ውሉን በሚቀጥለው ሳምንት ካልፈረምክ ህጋዊ ችግር ይፈጥራል።,Warning,4,Warning_04,train
2827,እባክሽ ትዕዛዙን ዛሬ ማታ አምጪልኝ።,Request,0,Request_05,train
2828,ሰላም ነው?,Phatic,7,Phatic_04,val
2829,ቦታው ነፃ ነው።,Assertion,1,Assertion_10,test
2830,ማስጠንቀቂያ፣ ትዕዛዙን በሚቀጥለው ቀን ካላጠናቀቅክ ቅጣት አለ።,Warning,4,Warning_01,test
2831,ነጋዴው፣ ስራ እንዴት እየሄደ ነው?,Phatic,7,Phatic_14,train
2832,ምናልባት ምግቡን ዛሬ ማታ ማዘጋጀት ይሻላል።,Suggestion,3,Suggestion_12,train
2833,ቦታውን በፍጥነት አስይዛለሁ።,Promise,8,Promise_07,test
2834,ማስጠንቀቂያ፣ ሪፖርቱን ነገ ካላቀረብክ ቅጣት አለ።,Warning,4,Warning_05,train
2835,መረጃውን በዚህ ሳምንት እላካለሁ።,Promise,8,Promise_06,val
2836,ይሻላል ውሳኔውን ዛሬ ማታ ማሳወቅ።,Suggestion,3,Suggestion_14,train
2837,ተጠንቀቅ፣ ስጦታውን አሁን ካላመጣህ ችግር ይፈጥራል።,Warning,4,Warning_06,train
2838,ቦታውን በፍጥነት አስይዛለሁ።,Promise,8,Promise_07,val
2839,ነጋዴው፣ ስራ እንዴት እየሄደ ነው?,Phatic,7,Phatic_14,train
2840,ውሉ በቅርቡ ተፈርሟል።,Assertion,1,Assertion_07,test
2841,ክፍያው ተከፍሏል።,Assertion,1,Assertion_05,train
2842,እባክዎ ቦታውን በሚቀጥለው ወር ያስይዙልኝ።,Request,0,Request_12,train
2843,ሪፖርቱን ዛሬ አቀርባለሁ።,Promise,8,Promise_05,test
2844,ሪፖርቱ ዝግጁ ነው።,Assertion,1,Assertion_08,val
2845,ቦታውን በሚቀጥለው ሳምንት አረጋግጣለሁ።,Promise,8,Promise_13,train
2846,የምግቡ ችግር ከአርብ ጀምሮ ከእናቴ ጋር እፈታለሁ።,Assertion,1,Assertion_00,train
2847,ይሻላል ውሳኔውን በዚህ ወር ማሳወቅ።,Suggestion,3,Suggestion_14,train
2848,ይሻላል ሰነዱን ለጓደኛዬ ማሳወቅ።,Suggestion,3,Suggestion_02,val
2849,መጽሐፉ በዚህ ወር አልደረሰኝም።,Complaint,6,Complaint_09,test
2850,ይቅርታ፣ ትዕዛዙን በሚቀጥለው ቀን መላክ አልችልም።,Refusal,2,Refusal_02,test
2851,የትዕዛዙ ችግር ከባለፈው ሳምንት ጀምሮ ከጓደኛችን ጋር እፈታለሁ።,Promise,8,Promise_00,train
2852,ተጠንቀቅ፣ ሪፖርቱን ዛሬ ካላደረግክ ችግር ይፈጥራል።,Warning,4,Warning_00,train
2853,የእህቴ ስራ በትምህርት ቤት ጥሩ ነው።,Assertion,1,Assertion_06,val
2854,ተጠንቀቅ፣ መጽሐፉን ዛሬ ካላመለስክ ቅጣት አለ።,Warning,4,Warning_10,train
2855,ሪፖርቱ በዚህ ሳምንት አልቀረበም።,Complaint,6,Complaint_05,train
2856,ስራውን ዛሬ ጠዋት አጠናቅቃለሁ።,Promise,8,Promise_12,train
2857,መጽሐፉን በፍጥነት አመልሳለሁ።,Promise,8,Promise_09,train
2858,አይደለም፣ ውሉን በሚቀጥለው ቀን ማረጋገጥ አልችልም።,Refusal,2,Refusal_04,test
2859,ክፍያው ተከፍሏል።,Assertion,1,Assertion_05,train
2860,አይ፣ ክፍያውን አሁን ማድረግ አልችልም።,Refusal,2,Refusal_07,val
2861,አይ፣ መጽሐፉን ማበደር አልችልም።,Refusal,2,Refusal_13,train
2862,እባክዎ ትዕዛዙን ለቤተሰቤ በዚህ አመት ይላኩልኝ።,Request,0,Request_03,test
2863,ክፍያው ተከፍሏል።,Assertion,1,Assertion_05,train
2864,የትዕዛዙ ችግር ከባለፈው ሳምንት ጀምሮ ከሰራተኛው ጋር እፈታለሁ።,Promise,8,Promise_00,test
2865,ይሻላል ውሳኔውን ዛሬ ማሳወቅ።,Suggestion,3,Suggestion_14,train
2866,ተጠንቀቅ፣ ውሉን በዚህ ሳምንት ካልፈረምክ ህጋዊ ችግር ይፈጥራል።,Warning,4,Warning_04,test
2867,ውሉ ዛሬ ተፈርሟል።,Assertion,1,Assertion_07,train
2868,እርግጥ ነው፣ ክፍያው ተከፍሏል... በጣም ቀላል!,Sarcasm/Irony,5,Sarcasm/Irony_03,train
2869,እርግጥ ነው፣ ምግቡ ዝግጁ ነው... በጣም ጣፋጭ!,Sarcasm/Irony,5,Sarcasm/Irony_09,val
2870,እንደሚመስለኝ ትዕዛዙን ነገ ጠዋት ማጠናቀቅ ይሻላል።,Suggestion,3,Suggestion_04,test
2871,ውሉን ነገ ማታ እፈርማለሁ።,Promise,8,Promise_04,val
2872,አዎ፣ መጽሐፉ ተመልሷል... በጣም ቀላል!,Sarcasm/Irony,5,Sarcasm/Irony_10,train
2873,የመጽሐፉ ችግርን በሚቀጥለው ወር እፈታለሁ።,Promise,8,Promise_14,val
2874,ማስጠንቀቂያ፣ ውሳኔውን በዚህ ወር ካላሳወቅክ ችግር ይፈጥራል።,Warning,4,Warning_11,train
2875,ጤና ይስጥልኝ፣ ዛሬ እንዴት ነው?,Phatic,7,Phatic_13,train
2876,ጤና ይስጥልኝ፣ እናቴ እንዴት ነው?,Phatic,7,Phatic_10,train
2877,መጽሐፉ በቅርቡ ደረሰ።,Assertion,1,Assertion_11,train
2878,ይሻላል ክፍያውን በሚቀጥለው ወር ማድረግ።,Suggestion,3,Suggestion_08,train
2879,እባክዎ መጽሐፉን ነገ ጠዋት ይላኩልኝ።,Request,0,Request_14,train
2880,መረጃው በፍጥነት አልደረሰኝም።,Complaint,6,Complaint_06,train
2881,አዎ፣ ስራው ተጠናቀቀ... በጣም ፈጣን!,Sarcasm/Irony,5,Sarcasm/Irony_12,train
2882,አዎ፣ መጽሐፉ ተመልሷል... በጣም ቀላል!,Sarcasm/Irony,5,Sarcasm/Irony_10,val
2883,መጽሐፉን በሚቀጥለው ቀን አመልሳለሁ።,Promise,8,Promise_09,val
2884,ጤና ይስጥልኝ፣ ቤተሰብ እንዴት ናቸው?,Phatic,7,Phatic_06,train
2885,ስራው ነገ ማታ ተጀምሯል።,Assertion,1,Assertion_13,train
2886,የውሳኔው ችግር ከረቡዕ ጀምሮ አልተፈታም።,Complaint,6,Complaint_02,train
2887,ፋይሉን በሚቀጥለው ቀን አረጋግጣለሁ።,Promise,8,Promise_13,train
2888,አልፈልግም፣ ኮንትራቱን አልቀበልም።,Refusal,2,Refusal_03,train
2889,አልፈልግም፣ ሪፖርቱን አልቀበልም።,Refusal,2,Refusal_03,test
2890,ትዕዛዙን ነገ ማታ አጠናቅቃለሁ።,Promise,8,Promise_02,val
2891,ውሉ ዛሬ ማታ አልተፈረመም።,Complaint,6,Complaint_04,train
2892,አዎ፣ ለእህቴ ደውያለሁ... በጣም ቀላል!,Sarcasm/Irony,5,Sarcasm/Irony_14,train
2893,ይቅርታ፣ ትዕዛዙን ነገ መላክ አልችልም።,Refusal,2,Refusal_02,val
2894,መጽሐፉ በዚህ ወር ደረሰ።,Assertion,1,Assertion_11,train
2895,መረጃውን በዚህ ወር እላካለሁ።,Promise,8,Promise_06,train
2896,ውሳኔውን በዚህ ወር አሳውቃለሁ።,Promise,8,Promise_11,train
2897,ጤና ይስጥልኝ፣ ቤተሰብ እንዴት ናቸው?,Phatic,7,Phatic_06,val
2898,እባክሽ ሰነዱን አሁን አምጪልኝ።,Request,0,Request_01,train
2899,አይ፣ ክፍያውን አሁን ማድረግ አልችልም።,Refusal,2,Refusal_07,train
2900,እንደኔ ሀሳብ ሪፖርቱን ዛሬ ማታ ማቅረብ ይሻላል።,Suggestion,3,Suggestion_07,train
2901,ትዕዛዙ በዚህ ወር ተጠናቀቀ።,Assertion,1,Assertion_02,val
2902,አይ፣ አሁን መልእክቱ ማድረግ አልችልም።,Refusal,2,Refusal_01,train
2903,አልፈልግም፣ ውሳኔውን አልቀበልም።,Refusal,2,Refusal_03,train
2904,አዎ፣ መጽሐፉ ተመልሷል... በጣም ቀላል!,Sarcasm/Irony,5,Sarcasm/Irony_10,val
2905,ማስጠንቀቂያ፣ መረጃውን ካላጋራህ ችግር ይፈጥራል።,Warning,4,Warning_07,train
2906,ማስጠንቀቂያ፣ መረጃውን ካላጋራህ ችግር ይፈጥራል።,Warning,4,Warning_07,train
2907,እባክዎ አገልግሎቱን አሁን ይላኩልኝ።,Request,0,Request_04,train
2908,ስጦታውን ዛሬ ማታ አደርሳለሁ።,Promise,8,Promise_01,train
2909,ምክሬ ቦታውን አሁን ማስያዝ ነው።,Suggestion,3,Suggestion_09,train
2910,ጤና ይስጥልኝ፣ ቤተሰብ እንዴት ናቸው?,Phatic,7,Phatic_06,train
2911,እንዴት ነህ ጓደኛ?,Phatic,7,Phatic_12,train
2912,መጽሐፉ ዛሬ ማታ አልደረሰኝም።,Complaint,6,Complaint_09,train
2913,ውሉን ነገ እፈርማለሁ።,Promise,8,Promise_04,test
2914,የቲኬቱ ጥራት ዝቅተኛ ነው።,Complaint,6,Complaint_11,train
2915,እንዴት ነህ ጓደኛ?,Phatic,7,Phatic_12,train
2916,ስራው ነገ ማታ አልተጠናቀቀም።,Complaint,6,Complaint_12,train
2917,የቦታው ጥራት ዝቅተኛ ነው።,Complaint,6,Complaint_11,test
2918,ማስጠንቀቂያ፣ ሰነዱን በዚህ ወር ካላረጋገጥክ ችግር ይፈጥራል።,Warning,4,Warning_13,train
2919,እንዴት ነሽ?,Phatic,7,Phatic_05,train
2920,እባክዎ ውሉን ለአለቃዬ በዚህ ወር ይላኩልኝ።,Request,0,Request_02,test
2921,እባክዎ ስጦታውን በሚቀጥለው ሳምንት ያድርሱልኝ።,Request,0,Request_06,train
2922,እባክዎ ስጦታውን አሁን ያድርሱልኝ።,Request,0,Request_06,train
2923,ይቅርታ፣ ለእናቴ መጥራት አልችልም።,Refusal,2,Refusal_11,val
2924,ሰላም ነው ወንድሜ?,Phatic,7,Phatic_11,test
2925,መረጃውን በፍጥነት እላካለሁ።,Promise,8,Promise_06,train
2926,እባክዎ ስጦታውን በሚቀጥለው ሳምንት ያድርሱልኝ።,Request,0,Request_06,train
2927,ሰላም ነው?,Phatic,7,Phatic_04,train
2928,ሰላም፣ እንዴት ነህ?,Phatic,7,Phatic_01,train
2929,እባክዎ ኮንትራቱን አሁን ይላኩልኝ።,Request,0,Request_04,val
2930,ትዕዛዙ በሚቀጥለው ሳምንት ተጠናቀቀ።,Assertion,1,Assertion_02,train
2931,አይ፣ አሁን ቲኬቱ ማድረግ አልችልም።,Refusal,2,Refusal_01,val
2932,እባክዎ መረጃውን በሚቀጥለው ሳምንት ይላኩልኝ።,Request,0,Request_07,train
2933,እባክዎ ክፍያውን በፍጥነት ያረጋግጡልኝ።,Request,0,Request_08,test
2934,ሰላም ነው?,Phatic,7,Phatic_04,train
2935,ማስጠንቀቂያ፣ ምግቡን በሚቀጥለው ሳምንት ካላዘጋጀህ ችግር ይፈጥራል።,Warning,4,Warning_09,train
2936,ውሳኔውን በዚህ ሳምንት አሳውቃለሁ።,Promise,8,Promise_11,val
2937,ማስጠንቀቂያ፣ መረጃውን ካላጋራህ ችግር ይፈጥራል።,Warning,4,Warning_07,test
2938,እባክዎ ትዕዛዙን ለፖሊሱ ዛሬ ጠዋት ይላኩልኝ።,Request,0,Request_03,train
2939,እርግጥ ነው፣ ሪፖርቱ ዝግጁ ነው... በጣም ፈጣን!,Sarcasm/Irony,5,Sarcasm/Irony_05,test
2940,እርግጥ ነው፣ ክፍያው ተከፍሏል... በጣም ቀላል!,Sarcasm/Irony,5,Sarcasm/Irony_03,val
2941,ስጦታው በዚህ ወር ደርሷል።,Assertion,1,Assertion_01,train
2942,እርግጥ ነው፣ ትዕዛዙ በዚህ አመት ተጠናቀቀ... በጣም ፈጣን!,Sarcasm/Irony,5,Sarcasm/Irony_01,train
2943,ቦታው ነገ ጠዋት አልተያዘም።,Complaint,6,Complaint_07,train
2944,አልፈልግም፣ ቦታውን ማስያዝ አልችልም።,Refusal,2,Refusal_09,val
2945,ውሉን ነገ እፈርማለሁ።,Promise,8,Promise_04,train
2946,እባክዎ አገልግሎቱን አሁን ይላኩልኝ።,Request,0,Request_04,val
2947,እርግጥ ነው፣ ትዕዛዙ አሁን ተጠናቀቀ... በጣም ፈጣን!,Sarcasm/Irony,5,Sarcasm/Irony_01,train
2948,ምግቡን በሚቀጥለው ሳምንት አዘጋጃለሁ።,Promise,8,Promise_08,train
2949,እርግጥ ነው፣ ትዕዛዙ ነገ ማታ ተጠናቀቀ... በጣም ፈጣን!,Sarcasm/Irony,5,Sarcasm/Irony_01,train
2950,ማስጠንቀቂያ፣ ትዕዛዙን በፍጥነት ካላጠናቀቅክ ቅጣት አለ።,Warning,4,Warning_01,train
2951,እርግጥ ነው፣ ትዕዛዙ ዛሬ ተጠናቀቀ... በጣም ፈጣን!,Sarcasm/Irony,5,Sarcasm/Irony_01,train
2952,አልችልም፣ ምግቡን ነገ ጠዋት ማዘጋጀት አልቻልኩም።,Refusal,2,Refusal_12,val
2953,ይቅርታ፣ ትዕዛዙን በፍጥነት መላክ አልችልም።,Refusal,2,Refusal_02,test
2954,ውሉ በሚቀጥለው ቀን ተፈርሟል።,Assertion,1,Assertion_07,train
2955,ይቅርታ፣ መረጃውን ማጋራት አልችልም።,Refusal,2,Refusal_08,test
2956,አልችልም፣ ምግቡን ዛሬ ማዘጋጀት አልቻልኩም።,Refusal,2,Refusal_12,val
2957,ስራው ዛሬ አልተጠናቀቀም።,Complaint,6,Complaint_12,test
2958,ይሻላል ክፍያውን በፍጥነት ማድረግ።,Suggestion,3,Suggestion_08,train
2959,ስራውን በሚቀጥለው ወር አጠናቅቃለሁ።,Promise,8,Promise_12,test
2960,አዎ፣ ውሉ ተፈርሟል... በጣም ቀላል ነበር!,Sarcasm/Irony,5,Sarcasm/Irony_04,val
2961,የምግቡ ጥራት ዝቅተኛ ነው።,Complaint,6,Complaint_11,val
2962,ለአስተዳዳሪው ነገ እደውላለሁ።,Promise,8,Promise_10,test
2963,አዎ፣ ቦታው ነፃ ነው... በጣም ምቹ!,Sarcasm/Irony,5,Sarcasm/Irony_08,test
2964,ውሳኔው አሁን አልተሰጠም።,Complaint,6,Complaint_13,train
2965,ተጠንቀቅ፣ ለቤተሰቤ ካልደወልክ ችግር ይፈጥራል።,Warning,4,Warning_12,val
2966,ነጋዴው፣ ስራ በሆስፒታል እንዴት ነው?,Phatic,7,Phatic_00,train
2967,እርግጥ ነው፣ ውሳኔው ትክክል ነው... በጣም ጥሩ!,Sarcasm/Irony,5,Sarcasm/Irony_11,train
2968,የሪፖርቱ ችግር ከዛሬ ጀምሮ አልተፈታም።,Complaint,6,Complaint_02,val
2969,ማስጠንቀቂያ፣ ምግቡን በዚህ አመት ካላዘጋጀህ ችግር ይፈጥራል።,Warning,4,Warning_09,train
2970,ተጠንቀቅ፣ ለጓደኛችን ካልደወልክ ችግር ይፈጥራል።,Warning,4,Warning_12,train
2971,ቦታውን ዛሬ አስይዛለሁ።,Promise,8,Promise_07,train
2972,የቤተሰቤ ስራ በሆቴል ጥሩ ነው።,Assertion,1,Assertion_06,train
2973,ውሉን ነገ ማታ እፈርማለሁ።,Promise,8,Promise_04,test
2974,የአለቃዬ ስራ በቤተ መንግስት ጥሩ ነው።,Assertion,1,Assertion_06,test
2975,ሀሳቤ መረጃውን ለሰራተኛው ማጋራት ነው።,Suggestion,3,Suggestion_11,train
2976,እርግጥ ነው፣ ሪፖርቱ ዝግጁ ነው... በጣም ፈጣን!,Sarcasm/Irony,5,Sarcasm/Irony_05,train
2977,እርግጥ ነው፣ ውሳኔው ትክክል ነው... በጣም ጥሩ!,Sarcasm/Irony,5,Sarcasm/Irony_11,train
2978,መጽሐፉ በሚቀጥለው ቀን ደረሰ።,Assertion,1,Assertion_11,train
2979,ተጠንቀቅ፣ ቦታውን አሁን ካላስያዝክ ይያዛል።,Warning,4,Warning_08,train
2980,ተጠንቀቅ፣ ስራውን በሚቀጥለው ቀን ካላጠናቀቅክ ቅጣት አለ።,Warning,4,Warning_14,train
2981,የመጽሐፉ ችግር ከትናንት ጀምሮ አልተፈታም።,Complaint,6,Complaint_02,train
2982,እንደሚመስለኝ ስጦታውን ነገ ማምጣት ይሻላል።,Suggestion,3,Suggestion_10,val
2983,እንደኔ ሀሳብ መጽሐፉን ነገ ማታ ማንበብ ይሻላል።,Suggestion,3,Suggestion_13,train
2984,እባክዎ መረጃውን በሚቀጥለው ወር ይላኩልኝ።,Request,0,Request_07,train
2985,አዎ፣ ክፍያውን በዚህ ወር አደረግኩት... ትክክል ነው!,Sarcasm/Irony,5,Sarcasm/Irony_00,train
2986,ጤና ይስጥልኝ፣ ዛሬ እንዴት ነው?,Phatic,7,Phatic_13,test
2987,ውሳኔው ነገ ጠዋት አልተሰጠም።,Complaint,6,Complaint_13,train
2988,ሰላም፣ ስራ በሆቴል እንዴት ነው?,Phatic,7,Phatic_08,test
2989,እባክሽ ምግቡን ዛሬ ማታ አዘጋጅልኝ።,Request,0,Request_13,val
2990,ሪፖርቱ ዝግጁ ነው።,Assertion,1,Assertion_08,train
2991,አይ፣ መጽሐፉን ማበደር አልችልም።,Refusal,2,Refusal_13,train
2992,እንዴት ነህ ጓደኛ?,Phatic,7,Phatic_12,train
2993,መረጃው ነገ አልደረሰኝም።,Complaint,6,Complaint_06,train
2994,መጽሐፉ አሁን አልደረሰኝም።,Complaint,6,Complaint_09,train
2995,ማስጠንቀቂያ፣ ትዕዛዙን በሚቀጥለው ሳምንት ካላጠናቀቅክ ቅጣት አለ።,Warning,4,Warning_01,train
2996,አልችልም፣ ምግቡን በሚቀጥለው ወር ማዘጋጀት አልቻልኩም።,Refusal,2,Refusal_12,train
2997,ሰላም ነው ወንድሜ?,Phatic,7,Phatic_11,train
2998,አልችልም፣ ኮንትራቱን በፍጥነት ማድረስ አልቻልኩም።,Refusal,2,Refusal_00,train
2999,ተጠንቀቅ፣ መጽሐፉን በዚህ ወር ካላመለስክ ቅጣት አለ።,Warning,4,Warning_10,train
3000,እርግጥ ነው፣ ክፍያው ተከፍሏል... በጣም ቀላል!,Sarcasm/Irony,5,Sarcasm/Irony_03,val
3001,ውሉ በዚህ ወር ተፈርሟል።,Assertion,1,Assertion_07,train
3002,ምግቡን በዚህ ወር አዘጋጃለሁ።,Promise,8,Promise_08,val
3003,ጤና ይስጥልኝ፣ ቤተሰብ እንዴት ናቸው?,Phatic,7,Phatic_06,train
3004,ይሻላል ውሳኔውን ነገ ማታ ማሳወቅ።,Suggestion,3,Suggestion_14,train
3005,መረጃው በሚቀጥለው ሳምንት አልደረሰኝም።,Complaint,6,Complaint_06,test
3006,እንደምን አደርክ?,Phatic,7,Phatic_03,train
3007,ትዕዛዙ በሚቀጥለው ሳምንት ተጠናቀቀ።,Assertion,1,Assertion_02,train
3008,ስጦታውን ዛሬ አረጋግጣለሁ።,Promise,8,Promise_13,train
3009,እባክሽ ውሉን በፍጥነት አምጪልኝ።,Request,0,Request_01,test
3010,አዎ፣ መጽሐፉ ተመልሷል... በጣም ቀላል!,Sarcasm/Irony,5,Sarcasm/Irony_10,test
